"source_binomial","source","submitted_name","matched_name2","search_name","n_mitogenome","n_target","ids_mitogenome","ids_target"
"Gadus morhua","ReneeFrancolini_MaineFish","Gadus morhua","Gadus morhua","Gadus morhua","123","13","5835806|1799624477|1112922288|1112922274|1112922260|1112922246|1112922232|1112922218|1112922204|1112922190|1112922176|1112922162|1112922148|1112922134|1112922120|1112922106|1112922092|1112922078|1112922064|1112922050|1112922036|1112922022|1112922008|1112921994|1112921980|1112921966|1112921952|1112921938|1112921924|1112921910|1112921896|1112921882|1112921868|1112921854|1112921840|1112921826|1112921812|1112921798|1112921784|1112921770|1112921756|1112921742|1112921728|1112921714|1112921700|1112921686|1112921672|1112921658|1112921644|1112921630|1112921616|1112921602|1112921588|1112921574|1112921560|1112921546|1112921532|1112921518|1112921504|1112921490|1112921476|1112921462|1112921448|1112921434|1112921420|1112921406|1112921392|1112921378|1112921364|1112921350|1112921336|1112921322|1112921308|1112921294|1112921280|1112921266|1112921252|1112921238|1112921224|1112921210|1112921196|1112921182|1112921168|1112921154|1112921140|1112921126|1112921112|1112921098|1112921084|1112921070|1112921056|1112921042|1112921028|1112921014|1112921000|1112920986|1112920972|1112920958|1112920944|1112920930|1112920916|1112920902|1112920888|1112920874|1112920860|1112920846|1112920832|1112920818|1112920804|1112920790|1112920776|1112920762|1112920748|1112920734|1112920720|1112920706|1112920692|1112920678|1112920664|1112920650|1112920636|1112920622|1112920608","1698227686|1698227685|1680943638|1680943637|1680943636|1680943633|1381325121|821091575|821091574|595744547|27435078|56749998|14485468"
"Gallinago delicata","HarrisonGoldspiel_LandVertsNortheast","Gallinago delicata","Gallinago delicata","Gallinago delicata","0","2","","386081373|257062432"
"Gallinula galeata","HarrisonGoldspiel_LandVertsNortheast","Gallinula galeata","Gallinula galeata","Gallinula galeata","0","0","",""
"Gasterosteus aculeatus","ReneeFrancolini_MaineFish","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus aculeatus","6","28","2325477840|2305131536|2048073494|2048073480|1600726832|1575640556","2283864942|2008042562|2008042561|2008042560|2008042559|2008042558|2008042556|1993261556|1993261555|1993261553|1843471763|1843471762|1823804135|1751370105|116736191|1209184441|1096114283|1018242411|1018242410|985565356|985563198|642944127|725542207|725542148|34106129|34106128|34106127|14586821"
"Gasterosteus wheatlandi","ReneeFrancolini_MaineFish","Gasterosteus wheatlandi","Gasterosteus wheatlandi","Gasterosteus wheatlandi","1","2","212725466","34106126|14586820"
"Gavia adamsii","HarrisonGoldspiel_LandVertsNortheast","Gavia adamsii","Gavia adamsii","Gavia adamsii","0","1","","168805889"
"Gavia immer","HarrisonGoldspiel_LandVertsNortheast","Gavia immer","Gavia immer","Gavia immer","0","5","","7339777|168805888|75354116|1870725|559030"
"Gavia pacifica","HarrisonGoldspiel_LandVertsNortheast","Gavia pacifica","Gavia pacifica","Gavia pacifica","2","2","1597466061|108793364","168805890|1870724"
"Gavia stellata","HarrisonGoldspiel_LandVertsNortheast","Gavia stellata","Gavia stellata","Gavia stellata","2","12","66276072|45738236","854345|1139382400|698430620|698428787|698424299|698421466|698399149|698388321|698387443|7339778|168805891|559031"
"Gelochelidon nilotica","HarrisonGoldspiel_LandVertsNortheast","Gelochelidon nilotica","Gelochelidon nilotica","Gelochelidon nilotica","2","1","1284805009|1273480954","54660093"
"Geothlypis formosa","HarrisonGoldspiel_LandVertsNortheast","Geothlypis formosa","Geothlypis formosa","Geothlypis formosa","0","0","",""
"Geothlypis philadelphia","HarrisonGoldspiel_LandVertsNortheast","Geothlypis philadelphia","Geothlypis philadelphia","Geothlypis philadelphia","0","0","",""
"Geothlypis tolmiei","HarrisonGoldspiel_LandVertsNortheast","Geothlypis tolmiei","Geothlypis tolmiei","Geothlypis tolmiei","0","0","",""
"Geothlypis trichas","HarrisonGoldspiel_LandVertsNortheast","Geothlypis trichas","Geothlypis trichas","Geothlypis trichas","0","1","","21644742"
"Geranoaetus albicaudatus","HarrisonGoldspiel_LandVertsNortheast","Geranoaetus albicaudatus","Geranoaetus albicaudatus","Geranoaetus albicaudatus","0","4","","281307505|281307504|76009103|76009092"
"Glaucomys sabrinus","HarrisonGoldspiel_LandVertsNortheast","Glaucomys sabrinus","Glaucomys sabrinus","Glaucomys sabrinus","0","0","",""
"Glaucomys volans","HarrisonGoldspiel_LandVertsNortheast","Glaucomys volans","Glaucomys volans","Glaucomys volans","2","2","1865333799|1883996430","29653181|17402866"
"Glyptemys insculpta","HarrisonGoldspiel_LandVertsNortheast","Glyptemys insculpta","Glyptemys insculpta","Glyptemys insculpta","0","2","","98418390|98418367"
"Glyptocephalus cynoglossus","ReneeFrancolini_MaineFish","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","0","3","","1788585439|1788585436|1561111610"
"Gobiosoma bosc","ReneeFrancolini_MaineFish","Gobiosoma bosc","Gobiosoma bosc","Gobiosoma bosc","0","17","","2309725996|2309725995|2309725994|2309725993|2309725992|2309725988|2309725987|2309725986|2309725985|2282237338|2282237337|2282140034|33242981|33242980|33242979|33242978|33242977"
"Gobiosoma ginsburgi","ReneeFrancolini_MaineFish","Gobiosoma ginsburgi","Gobiosoma ginsburgi","Gobiosoma ginsburgi","0","5","","2282140011|1129799472|1129799471|1129799453|33242982"
"Graptemys geographica","HarrisonGoldspiel_LandVertsNortheast","Graptemys geographica","Graptemys geographica","Graptemys geographica","0","6","","1591619783|1591619782|1591619781|1591619780|1591619779|1591619778"
"Graptemys ouachitensis","HarrisonGoldspiel_LandVertsNortheast","Graptemys ouachitensis","Graptemys ouachitensis","Graptemys ouachitensis","0","13","","1591619840|1591619839|1591619838|1591619837|1591619836|1591619835|1591619834|1591619833|1591619808|1591619807|1591619806|1591619805|1591619804"
"Graptemys pseudogeographica","HarrisonGoldspiel_LandVertsNortheast","Graptemys pseudogeographica","Graptemys pseudogeographica","Graptemys pseudogeographica","0","17","","1591619826|1591619825|1591619824|1591619823|1591619822|1591619821|1591619820|1591619819|1591619818|1591619817|1591619816|1591619815|1591619814|1591619813|403309839|365176858|1778394"
"Grus americana","HarrisonGoldspiel_LandVertsNortheast","Grus americana","Grus americana","Grus americana","3","1","1898548936|470225771|224504079","94471944"
"Gymnelus viridis","ReneeFrancolini_MaineFish","Gymnelus viridis","Gymnelus viridis","Gymnelus viridis","0","2","","2072646489|1209184847"
"Gyrinophilus porphyriticus","HarrisonGoldspiel_LandVertsNortheast","Gyrinophilus porphyriticus","Gyrinophilus porphyriticus","Gyrinophilus porphyriticus","2","19","51979995|53686432","90296424|169218571|169218569|169218568|169218567|169218566|169218565|169218564|169218563|169218562|169218561|169218560|169218557|169218556|169218537|169218533|169218532|169218531|9802426"
"Haematopus palliatus","HarrisonGoldspiel_LandVertsNortheast","Haematopus palliatus","Haematopus palliatus","Haematopus palliatus","0","1","","109657929"
"Haemorhouse mexicanus","HarrisonGoldspiel_LandVertsNortheast","Haemorhouse mexicanus","Haemorhous mexicanus","Haemorhous mexicanus","2","1","699975550|722490799","21644729"
"Haemorhouse purpureus","HarrisonGoldspiel_LandVertsNortheast","Haemorhouse purpureus","Haemorhous purpureus","Haemorhous purpureus","0","0","",""
"Haldea striatula","HarrisonGoldspiel_LandVertsNortheast","Haldea striatula","Haldea striatula","Haldea striatula","0","2","","18419359|18419358"
"Haliaeetus albicilla","HarrisonGoldspiel_LandVertsNortheast","Haliaeetus albicilla","Haliaeetus albicilla","Haliaeetus albicilla","2","9","1573131883|1567426989","15990569|700365204|700363669|700361575|700358296|700351963|700350555|700330807|84468574"
"Haliaeetus leucocephalus","HarrisonGoldspiel_LandVertsNortheast","Haliaeetus leucocephalus","Haliaeetus leucocephalus","Haliaeetus leucocephalus","0","14","","729760296|729760173|729760171|729756920|729756918|729754163|729750740|729729006|729728666|729728664|729722749|281307563|281307562|2213719"
"Haliaeetus pelagicus","HarrisonGoldspiel_LandVertsNortheast","Haliaeetus pelagicus","Haliaeetus pelagicus","Haliaeetus pelagicus","0","1","","84468575"
"Halichoeres maculipinna","ReneeFrancolini_MaineFish","Halichoeres maculipinna","Halichoeres maculipinna","Halichoeres maculipinna","0","4","","1321303758|1321303754|1189408095|60684665"
"Halichoeres radiatus","ReneeFrancolini_MaineFish","Halichoeres radiatus","Halichoeres radiatus","Halichoeres radiatus","0","4","","2282139939|1321303761|33569486|60684672"
"Halichoerus gypsus","HarrisonGoldspiel_LandVertsNortheast","Halichoerus gypsus","Halichoerus grypsus","Halichoerus grypsus","0","0","",""
"Helmitheros vermicorus","HarrisonGoldspiel_LandVertsNortheast","Helmitheros vermicorus","Helmitheros vermivorus","Helmitheros vermivorus","0","1","","21644743"
"Hemidactylium scutatum","HarrisonGoldspiel_LandVertsNortheast","Hemidactylium scutatum","Hemidactylium scutatum","Hemidactylium scutatum","2","1","51980009|53686586","90296289"
"Hemitripterus americanus","ReneeFrancolini_MaineFish","Hemitripterus americanus","Hemitripterus americanus","Hemitripterus americanus","0","1","","669175214"
"Heterodon platirhinos","HarrisonGoldspiel_LandVertsNortheast","Heterodon platirhinos","Heterodon platirhinos","Heterodon platirhinos","0","2","","1650258180|46399139"
"Himantopus mexicanus","HarrisonGoldspiel_LandVertsNortheast","Himantopus mexicanus","Himantopus mexicanus","Himantopus mexicanus","0","4","","501418560|168805918|109657930|88911173"
"Hippocampus erectus","ReneeFrancolini_MaineFish","Hippocampus erectus","Hippocampus erectus","Hippocampus erectus","2","1","556506173|550600964","14586791"
"Hippoglossina oblonga","ReneeFrancolini_MaineFish","Hippoglossina oblonga","Hippoglossina oblonga","Hippoglossina oblonga","0","3","","2282140073|1515576539|1515576538"
"Hippoglossoides platessoides","ReneeFrancolini_MaineFish","Hippoglossoides platessoides","Hippoglossoides platessoides","Hippoglossoides platessoides","1","4","1799624449","1825511885|1391895058|1102318208|22532237"
"Hippoglossus hippoglossus","ReneeFrancolini_MaineFish","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Hippoglossus hippoglossus","1","3","154090893","1843668528|1391895057|164431635"
"Hirundo rustica","HarrisonGoldspiel_LandVertsNortheast","Hirundo rustica","Hirundo rustica","Hirundo rustica","417","3","2289055470|2253750001|2253749758|2253749744|2253749730|2253749716|2253749702|2253749688|2253749674|2253749660|2253749646|2253749632|2253749618|2253749604|2253749590|2253749576|2253749562|2253749548|2253749534|2253749520|2253749506|2253749492|2253749478|2253749464|2253749450|2253749436|2253749422|2253749408|2253749394|2253749380|2253749366|2253749352|2253749338|2253749324|2253749310|2253749296|2253749282|2253749268|2253749254|2253749240|2253749226|2253749212|2253749198|2253749184|2253749170|2253749156|2253749142|2253749128|2253749114|2253749100|2253749086|2253749072|2253749058|2253749044|2253749030|2253749016|2253749002|2253748988|2253748974|2253748960|2253748946|2253748932|2253748918|2253748904|2253748890|2253748876|2253748862|2253748848|2253748834|2253748820|2253748806|2253748792|2253748778|2253748764|2253748750|2253748736|2253748722|2253748708|2253748694|2253748680|2253748666|2253748652|2253748638|2253748624|2253748610|2253748596|2253748582|2253748568|2253748554|2253748540|2253748526|2253748512|2253748498|2253748484|2253748470|2253748456|2253748442|2253748413|2253748399|2253748385|2253748371|2253748357|2253748343|2253748329|2253748315|2253748301|2253748287|2253748273|2253748259|2253748245|2253748231|2253748217|2253748203|2253748189|2253748175|2253748161|2253748147|2253748133|2253748119|2253748105|2253748091|2253748077|2253748063|2253748049|2253748035|2253748021|2253748007|2253747993|2253747979|2253747965|2253747951|2253747937|2253747923|2253747909|2253747895|2253747881|2253747867|2253747853|2253747839|2253747825|2253747811|2253747797|2253747783|2253747769|2253747755|2253747741|2253747727|2253747713|2253747699|2253747685|2253747671|2253747657|2253747643|2253747629|2253747615|2253747601|2253747587|2253747573|2253747559|2253747545|2253747531|2253747517|2253747503|2253747489|2253747475|2253747461|2253747447|2253747433|2253747419|2253747405|2253747391|2253747377|2253747363|2253747349|2253747335|2253747321|2253747307|2253747293|2253747279|2253747265|2253747251|2253747237|2253747223|2253747209|2253747195|2253747181|2253747167|2253747153|2253747139|2253747125|2253747111|2253747097|2253747083|2253747069|2253747055|2253747041|2253747027|2253747013|2253746999|2253746985|2253746971|2253746957|2253746943|2253746929|2253746915|2253746901|2253746887|2253746873|2253746859|2253746845|2253746831|2253746817|2253746803|2253746789|2253746775|2253746761|2253746747|2253746733|2253746719|2253746705|2253746691|2253746677|2253746663|2253746649|2253746635|2253746621|2253746607|2253746593|2253746579|2253746565|2253746551|2253746537|2253746523|2253746509|2253746495|2253746481|2253746467|2253746453|2253746439|2253746425|2253746411|2253746397|2253746383|2253746369|2253746355|2253746341|2253746327|2253746313|2253746299|2253746285|2253746271|2253746257|2253746243|2253746229|2253746215|2253746201|2253746187|2253746173|2253746159|2253746145|2253746131|2253746117|2253746103|2253746089|2253746075|2253746061|2253746047|2253746033|2253746019|2253746005|2253745991|2253745977|2253745963|2253745949|2253745935|2253745921|2253745907|2253745893|2253745879|2253745865|2253745851|2253745837|2253745823|2253745809|2253745795|2253745781|2253745767|2253745753|2253745739|2253745725|2253745711|2253745697|2253745683|2253745669|2253745655|2253745641|2253745627|2253745613|2253745599|2253745585|2253745571|2253745557|2253745543|2253745529|2253745515|2253745501|2253745487|2253745473|2253745459|2253745445|2253745431|2253745417|2253745403|2253745389|2253745375|2253745361|2253745347|2253745333|2253745319|2253745305|2253745291|2253745277|2253745263|2253745249|2253745235|2253745221|2253745207|2253745193|2253745179|2253745165|2253745151|2253745137|2253745123|2253745109|2253745095|2253745081|2253745067|2253745053|2253745039|2253745025|2253745011|2253744997|2253744983|2253744969|2253744955|2253744941|2253744927|2253744913|2253744899|2253744885|2253744871|2253744857|2253744843|2253744829|2253744815|2253744801|2253744787|2253744773|2253744759|2253744745|2253744731|2253744717|2253744703|2253744689|2253744675|2253744661|2253744647|2253744633|2253744619|2253744605|2253744591|2253744577|2253744563|2253744549|2253744535|2253744521|2253744507|2253744493|2253744479|2253744465|2253744451|2253744437|2253744423|2253744409|2253744395|2253744381|2253744367|2253744353|2253744339|2253744325|2253744311|2253744297|2253744283|2253744269|2253744255|2253744241|2253744227|2253744213|2253744199|2253744185|2253744171|2253744157|2253744143|2253744129|2253744115|2253744101|2253744087|2253744073|2253744059|2253744045|1904805535|1904805432|1880163259|1880163144|1880162136|1066800239|751247123","2006330774|1780385290|13928472"
"Histrionicus histrionicus","HarrisonGoldspiel_LandVertsNortheast","Histrionicus histrionicus","Histrionicus histrionicus","Histrionicus histrionicus","1","1","2029858669","6318715"
"Hydrobates castro","HarrisonGoldspiel_LandVertsNortheast","Hydrobates castro","Hydrobates castro","Hydrobates castro","3","0","1607264013|1600727180|1572790703",""
"Hydrobates leucorhous","HarrisonGoldspiel_LandVertsNortheast","Hydrobates leucorhous","Hydrobates leucorhous","Hydrobates leucorhous","0","0","",""
"Hydrocoleus minutus","HarrisonGoldspiel_LandVertsNortheast","Hydrocoleus minutus","Hydrocoleus minutus","Hydrocoleus minutus","0","0","",""
"Hydroprogne caspia","HarrisonGoldspiel_LandVertsNortheast","Hydroprogne caspia","Hydroprogne caspia","Hydroprogne caspia","0","2","","109657935|54660082"
"Hyla andersonii","HarrisonGoldspiel_LandVertsNortheast","Hyla andersonii","Hyla andersonii","Hyla andersonii","24","4","2248505923|2231657241|2231657213|2231657199|2231657185|2231657171|2231657157|2231657143|2231657115|2231657101|2231657073|2231657059|2231657045|2231657031|2231657017|2231657003|2231656989|2231656975|2231656961|2231656947|2231656933|2231656919|2231656905|2231656891","61697209|148524023|148524022|33943770"
"Hyla chrysoscelis","HarrisonGoldspiel_LandVertsNortheast","Hyla chrysoscelis","Hyla chrysoscelis","Hyla chrysoscelis","0","4","","148524016|148524015|298200434|33943771"
"Hyla versicolor","HarrisonGoldspiel_LandVertsNortheast","Hyla versicolor","Hyla versicolor","Hyla versicolor","2","4","1806556880|1812094412","61697293|60735533|148524018|148524017"
"Hylocichla mustelina","HarrisonGoldspiel_LandVertsNortheast","Hylocichla mustelina","Hylocichla mustelina","Hylocichla mustelina","0","1","","166707738"
"Hyporhamphus unifasciatus","ReneeFrancolini_MaineFish",NA,NA,"Hyporhamphus unifasciatus","0","2","","2282139951|30840443"
"Icteria virens","HarrisonGoldspiel_LandVertsNortheast","Icteria virens","Icteria virens","Icteria virens","0","1","","21644745"
"Icterus bullockii","HarrisonGoldspiel_LandVertsNortheast","Icterus bullockii","Icterus bullockii","Icterus bullockii","0","0","",""
"Icterus galbula","HarrisonGoldspiel_LandVertsNortheast","Icterus galbula","Icterus galbula","Icterus galbula","0","1","","21644746"
