"search_name","source_binomial","source","submitted_name","matched_name2","n_mitogenome","n_target","ids_mitogenome","ids_target","unique_target_seqs_n","primer_matched_n","clamp_threshold1_n","clamp_threshold2_n","dup_accessions","dup_species","dup_species_n","n_target_all"
"Regulus satrapa","Regulus satrapa","HarrisonGoldspiel_LandVertsNortheast","Regulus satrapa","Regulus satrapa",2,1,"1919576596|1910802396","23297896",2,2,2,2,"AY136561.1|NC_051014.1|MN356184.1","Regulus satrapa","1",3
"Rhodostethia rosea","Rhodostethia rosea","HarrisonGoldspiel_LandVertsNortheast","Rhodostethia rosea","Rhodostethia rosea",0,1,"","190411536",1,NA,NA,NA,"EF373106.2","Rhodostethia rosea","1",1
"Riparia riparia","Riparia riparia","HarrisonGoldspiel_LandVertsNortheast","Riparia riparia","Riparia riparia",2,0,"2199199919|2188570113","",1,1,1,1,"NC_060992.1|OK537984.1","Riparia riparia","1",2
"Rissa tridactyla","Rissa tridactyla","HarrisonGoldspiel_LandVertsNortheast","Rissa tridactyla","Rissa tridactyla",0,1,"","88911185",1,NA,NA,NA,"DQ385280.1","Rissa tridactyla","1",1
"Rostroraja eglanteria","Rostroraja eglanteria","ReneeFrancolini_MaineFish","Rostroraja eglanteria","Rostroraja eglanteria",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Rynchops niger","Rynchops niger","HarrisonGoldspiel_LandVertsNortheast","Rynchops niger","Rynchops niger",0,3,"","501418563|109657933|88911186",3,1,1,1,"KF041206.1|DQ674567.1|DQ385281.1","Rynchops niger","1",3
"Salmo salar","Salmo salar","ReneeFrancolini_MaineFish","Salmo salar","Salmo salar",8,37,"5835624|288562065|288562064|7381061|3775976|574450792|378554505|378554491","213511323|2174112388|2174112386|2174112384|2174112383|2174022430|2174009380|2174009378|2174009376|2174009374|2174009372|1352192339|224486656|985566952|338177121|338177120|338177119|338177118|338177117|338177116|338177115|338177114|338177113|338177112|336317890|293595876|293595875|293595874|293595873|307640020|194398795|194398794|194398793|194395380|194395379|241914299|164431638",30,9,9,9,"NM_001140073.1|XM_014175913.2|XM_014175911.2|XM_014175912.2|XM_014175910.2|XM_014137418.2|XM_045689228.1|XM_045689227.1|XM_014129185.2|XM_014129183.2|XM_014129184.2|KY798502.1|FJ710984.1|LC091619.1|JN007556.1|JN007555.1|JN007554.1|JN007552.1|JN007551.1|JN007550.1|JN007549.1|JN007548.1|JN007553.1|JN007547.1|HQ641696.1|HM003530.1|HM003529.1|HM003528.1|HM003527.1|HQ167667.1|EU643690.1|EU643689.1|EU643688.1|EU851899.1|EU851898.1|FJ620122.1|AM931027.1|NC_001960.1|U12143.1|AF133701.1|KF792729.1|JQ390056.1|JQ390055.1","Salmo salar","1",45
"Salpinctes obsoletus","Salpinctes obsoletus","HarrisonGoldspiel_LandVertsNortheast","Salpinctes obsoletus","Salpinctes obsoletus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Sarda sarda","Sarda sarda","ReneeFrancolini_MaineFish","Sarda sarda","Sarda sarda",2,1,"1980526505|1898139726","112361578",2,1,1,1,"DQ874691.1|NC_052756.1|MT410877.1","Sarda sarda","1",3
"Sayornis phoebe","Sayornis phoebe","HarrisonGoldspiel_LandVertsNortheast","Sayornis phoebe","Sayornis phoebe",0,1,"","22539262",1,1,1,1,"U83765.2","Sayornis phoebe","1",1
"Sayornis saya","Sayornis saya","HarrisonGoldspiel_LandVertsNortheast","Sayornis saya","Sayornis saya",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Scalopus aquaticus","Scalopus aquaticus","HarrisonGoldspiel_LandVertsNortheast","Scalopus aquaticus","Scalopus aquaticus",0,3,"","1104678434|1104678433|3426317",3,3,3,3,"KX754498.1|KX754497.1|AF069539.1","Scalopus aquaticus","1",3
"Scaphiopus holbrookii","Scaphiopus holbrookii","HarrisonGoldspiel_LandVertsNortheast","Scaphiopus holbrookii","Scaphiopus holbrookii",2,3,"1381385056|1237938512","1050701|90296325|1139379052",4,2,2,2,"X86226.1|DQ283156.1|LC104746.1|NC_037377.1|KY962390.1","Scaphiopus holbrookii","1",5
"Sceloporus undulatus","Sceloporus undulatus","HarrisonGoldspiel_LandVertsNortheast","Sceloporus undulatus","Sceloporus undulatus",0,47,"","2069508308|2069508306|19774093|19774091|19774089|19774087|19774085|19774081|19774079|19774077|19774075|19774073|19774071|19774069|19774067|19774065|19774063|19774055|19774053|19774051|19774035|19774033|19774031|19774027|19774025|19774023|19774021|19774019|19774017|19774015|19774013|19774011|19774009|19774007|19774005|19774003|19774001|19773999|19773997|19773995|19773993|19773991|19773961|280984047|2352179|1050373|473506",47,43,43,43,"XM_042442849.1|XM_042442847.1|AF440084.1|AF440083.1|AF440082.1|AF440081.1|AF440080.1|AF440078.1|AF440077.1|AF440076.1|AF440075.1|AF440074.1|AF440073.1|AF440072.1|AF440071.1|AF440070.1|AF440069.1|AF440065.1|AF440064.1|AF440063.1|AF440055.1|AF440054.1|AF440053.1|AF440051.1|AF440050.1|AF440049.1|AF440048.1|AF440047.1|AF440046.1|AF440045.1|AF440044.1|AF440043.1|AF440042.1|AF440041.1|AF440040.1|AF440039.1|AF440038.1|AF440037.1|AF440036.1|AF440035.1|AF440034.1|AF440033.1|AF440018.1|GQ464570.1|AF000819.1|L41428.1|L28075.1","Sceloporus undulatus","1",47
"Scincella lateralis","Scincella lateralis","HarrisonGoldspiel_LandVertsNortheast","Scincella lateralis","Scincella lateralis",0,18,"","2199172434|2199172433|2199172432|2199172431|2199172430|2199172429|2199172428|2199172427|2199172426|326652917|55831633|34821739|34821738|34821737|30691186|321271332|33385534|18147740",18,13,13,13,"OM810368.1|OM810367.1|OM810366.1|OM810365.1|OM810364.1|OM810363.1|OM810362.1|OM810361.1|OM810360.1|JF497948.1|AY649131.1|AY308448.1|AY308447.1|AY308446.1|AY169598.1|HM852476.1|AY218010.1|AB057387.1","Scincella lateralis","1",18
"Sciurus carolinensis","Sciurus carolinensis","HarrisonGoldspiel_LandVertsNortheast","Sciurus carolinensis","Sciurus carolinensis",2,9,"1865333421|1883996234","2219468152|2219468150|2219468148|2219468146|2219468144|2219468142|658309305|349573492|354990767",1,1,1,1,"MT240881.1|NC_050012.1","Sciurus carolinensis","1",11
"Sciurus niger","Sciurus niger","HarrisonGoldspiel_LandVertsNortheast","Sciurus niger","Sciurus niger",0,2,"","1527163|1911233",2,2,2,2,"U67289.1|U59174.1","Sciurus niger","1",2
"Scolopax minor","Scolopax minor","HarrisonGoldspiel_LandVertsNortheast","Scolopax minor","Scolopax minor",0,2,"","190411538|37538040",2,1,1,1,"EF373108.2|U83744.2","Scolopax minor","1",2
"Scomber scombrus","Scomber scombrus","ReneeFrancolini_MaineFish","Scomber scombrus","Scomber scombrus",2,28,"1799624491|55376093","2018537119|2018537108|1785468160|338177111|338177110|338177109|338177108|338177107|338177106|338177105|338177104|338177103|338177102|338177081|338177080|338177079|338177078|338177077|338177076|338177075|338177074|338177073|338177072|109158982|112361575|4494791|4494770|114217277",10,3,3,3,"MW818280.1|MW818269.1|MN844118.1|JN007546.1|JN007545.1|JN007544.1|JN007543.1|JN007542.1|JN007541.1|JN007540.1|JN007539.1|JN007538.1|JN007516.1|JN007515.1|JN007514.1|JN007513.1|JN007512.1|JN007511.1|JN007510.1|JN007509.1|JN007508.1|JN007507.1|JN007537.1|DQ533293.1|DQ874688.1|AF055615.1|AF055594.1|AB241438.1|MN122853.1|NC_006398.1","Scomber scombrus","1",30
"Scophthalmus aquosus","Scophthalmus aquosus","ReneeFrancolini_MaineFish","Scophthalmus aquosus","Scophthalmus aquosus",0,6,"","2282140054|1825511898|1515576482|1515576481|109158985|22532272",NA,NA,NA,NA,"na","na","na",6
"Sebastes fasciatus","Sebastes fasciatus","ReneeFrancolini_MaineFish","Sebastes fasciatus","Sebastes fasciatus",2,1,"1267170532|1182955271","110610396",2,1,1,1,"DQ678135.1|DQ678143.1|NC_036048.1|KX897946.1","Sebastes fasciatus|Sebastes norvegicus","2",3
"Sebastes norvegicus","Sebastes norvegicus","ReneeFrancolini_MaineFish","Sebastes norvegicus","Sebastes norvegicus",2,2,"2050584114|2088232204","1102318228|110610404",2,1,1,1,"KX929918.1|MW846223.1|NC_056783.1","Sebastes norvegicus","1",4
"Seiurus aurocapilla","Seiurus aurocapilla","HarrisonGoldspiel_LandVertsNortheast","Seiurus aurocapilla","Seiurus aurocapilla",0,1,"","21644763",1,1,1,1,"AF447254.1","Seiurus aurocapilla","1",1
"Selar crumenophthalmus","Selar crumenophthalmus","ReneeFrancolini_MaineFish","Selar crumenophthalmus","Selar crumenophthalmus",2,8,"609253067|597568918","2261422420|2070998309|2070654991|1515256625|1515256514|985565874|752502877|112361598",1,1,1,1,"NC_023954.1|KJ148633.1","Selar crumenophthalmus","1",10
"Selasphorus calliope","Selasphorus calliope","HarrisonGoldspiel_LandVertsNortheast","Selasphorus calliope","Selasphorus calliope",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Selasphorus rufus","Selasphorus rufus","HarrisonGoldspiel_LandVertsNortheast","Selasphorus rufus","Selasphorus rufus",0,1,"","557355323",1,NA,NA,NA,"KC858413.1","Selasphorus rufus","1",1
"Selasphorus sasin","Selasphorus sasin","HarrisonGoldspiel_LandVertsNortheast","Selasphorus sasin","Selasphorus sasin",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Selene setapinnis","Selene setapinnis","ReneeFrancolini_MaineFish","Selene setapinnis","Selene setapinnis",0,2,"","1515576530|1515576529",2,NA,NA,NA,"MH377815.1|MH377814.1","Selene setapinnis","1",2
"Selene vomer","Selene vomer","ReneeFrancolini_MaineFish","Selene vomer","Selene vomer",0,3,"","2309725939|2277958227|752502874",3,1,1,1,"OP537852.1|OP101145.1|AB938140.1","Selene vomer","1",3
"Seriola zonata","Seriola zonata","ReneeFrancolini_MaineFish","Seriola zonata","Seriola zonata",0,1,"","2277777960",1,NA,NA,NA,"OP088626.1","Seriola zonata","1",1
"Setophaga americana","Setophaga americana","HarrisonGoldspiel_LandVertsNortheast","Setophaga americana","Setophaga americana",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga caerulescens","Setophaga caerulescens","HarrisonGoldspiel_LandVertsNortheast","Setophaga caerulescens","Setophaga caerulescens",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga castanea","Setophaga castanea","HarrisonGoldspiel_LandVertsNortheast","Setophaga castanea","Setophaga castanea",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga cerulea","Setophaga cerulea","HarrisonGoldspiel_LandVertsNortheast","Setophaga cerulea","Setophaga cerulea",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga citrina","Setophaga citrina","HarrisonGoldspiel_LandVertsNortheast","Setophaga citrina","Setophaga citrina",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga coronata","Setophaga coronata","HarrisonGoldspiel_LandVertsNortheast","Setophaga coronata","Setophaga coronata",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga discolor","Setophaga discolor","HarrisonGoldspiel_LandVertsNortheast","Setophaga discolor","Setophaga discolor",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga dominica","Setophaga dominica","HarrisonGoldspiel_LandVertsNortheast","Setophaga dominica","Setophaga dominica",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga fusca","Setophaga fusca","HarrisonGoldspiel_LandVertsNortheast","Setophaga fusca","Setophaga fusca",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga kirtlandii","Setophaga kirtlandii","HarrisonGoldspiel_LandVertsNortheast","Setophaga kirtlandii","Setophaga kirtlandii",2,0,"1919576778|1910802578","",1,1,1,1,"NC_051027.1|MN356209.1","Setophaga kirtlandii","1",2
"Setophaga magnolia","Setophaga magnolia","HarrisonGoldspiel_LandVertsNortheast","Setophaga magnolia","Setophaga magnolia",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga nigrescens","Setophaga nigrescens","HarrisonGoldspiel_LandVertsNortheast","Setophaga nigrescens","Setophaga nigrescens",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga occidentalis","Setophaga occidentalis","HarrisonGoldspiel_LandVertsNortheast","Setophaga occidentalis","Setophaga occidentalis",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga palmarum","Setophaga palmarum","HarrisonGoldspiel_LandVertsNortheast","Setophaga palmarum","Setophaga palmarum",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga pensylvanica","Setophaga pensylvanica","HarrisonGoldspiel_LandVertsNortheast","Setophaga pensylvanica","Setophaga pensylvanica",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga petechia","Setophaga petechia","HarrisonGoldspiel_LandVertsNortheast","Setophaga petechia","Setophaga petechia",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga pinus","Setophaga pinus","HarrisonGoldspiel_LandVertsNortheast","Setophaga pinus","Setophaga pinus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga ruticilla","Setophaga ruticilla","HarrisonGoldspiel_LandVertsNortheast","Setophaga ruticilla","Setophaga ruticilla",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga striata","Setophaga striata","HarrisonGoldspiel_LandVertsNortheast","Setophaga striata","Setophaga striata",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga tigrina","Setophaga tigrina","HarrisonGoldspiel_LandVertsNortheast","Setophaga tigrina","Setophaga tigrina",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga townsendi","Setophaga townsendi","HarrisonGoldspiel_LandVertsNortheast","Setophaga townsendi","Setophaga townsendi",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Setophaga virens","Setophaga virens","HarrisonGoldspiel_LandVertsNortheast","Setophaga virens","Setophaga virens",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Sialia currucoides","Sialia currucoides","HarrisonGoldspiel_LandVertsNortheast","Sialia currucoides","Sialia currucoides",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Sialia sialis","Sialia sialis","HarrisonGoldspiel_LandVertsNortheast","Sialia sialis","Sialia sialis",0,1,"","166707747",1,NA,NA,NA,"EU154496.1","Sialia sialis","1",1
"Siren intermedia","Siren intermedia","HarrisonGoldspiel_LandVertsNortheast","Siren intermedia","Siren intermedia",9,3,"1534886359|1072897808|1081699683|1081699655|1081699641|1081699627|1081699613|1081699599|1081699585","1537161080|3114856|1050704",12,11,11,11,"MH888029.1|Y10946.1|X86253.1|MH888024.1|KU871392.1|KU904489.1|KU904487.1|KU904486.1|KU904485.1|KU904484.1|KU904483.1|KU904482.1","Siren intermedia","1",12
"Sisturus catenatus","Sisturus catenatus","HarrisonGoldspiel_LandVertsNortheast","Sisturus catenatus","Sisturus catenatus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Sitta canadensis","Sitta canadensis","HarrisonGoldspiel_LandVertsNortheast","Sitta canadensis","Sitta canadensis",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Sitta carolinensis","Sitta carolinensis","HarrisonGoldspiel_LandVertsNortheast","Sitta carolinensis","Sitta carolinensis",2,0,"685497245|677286122","",1,1,1,1,"NC_024870.1|KJ909195.1","Sitta carolinensis","1",2
"Slua dactylatra","Slua dactylatra","HarrisonGoldspiel_LandVertsNortheast",NA,NA,0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Slua leucogaster","Slua leucogaster","HarrisonGoldspiel_LandVertsNortheast",NA,NA,0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Somateria mollissima","Somateria mollissima","HarrisonGoldspiel_LandVertsNortheast","Somateria mollissima","Somateria mollissima",1,0,"2029858725","",NA,NA,NA,NA,"na","na","na",1
"Somateria spectabilis","Somateria spectabilis","HarrisonGoldspiel_LandVertsNortheast","Somateria spectabilis","Somateria spectabilis",1,0,"2029858711","",NA,NA,NA,NA,"na","na","na",1
"Sorex cinereus","Sorex cinereus","HarrisonGoldspiel_LandVertsNortheast","Sorex cinereus","Sorex cinereus",0,1,"","56787907",1,1,1,1,"AY691825.1","Sorex cinereus","1",1
"Sorex dispar","Sorex dispar","HarrisonGoldspiel_LandVertsNortheast","Sorex dispar","Sorex dispar",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Sorex fumeus","Sorex fumeus","HarrisonGoldspiel_LandVertsNortheast","Sorex fumeus","Sorex fumeus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Sorex hoyi","Sorex hoyi","HarrisonGoldspiel_LandVertsNortheast","Sorex hoyi","Sorex hoyi",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Sorex palustris","Sorex palustris","HarrisonGoldspiel_LandVertsNortheast","Sorex palustris","Sorex palustris",0,1,"","2197025",1,1,1,1,"U97343.1","Sorex palustris","1",1
"Spatula clypeata","Spatula clypeata","HarrisonGoldspiel_LandVertsNortheast","Spatula clypeata","Spatula clypeata",2,4,"948299546|939710435","557643613|294999452|294999395|37725791",4,2,2,2,"KF469288.1|HM063536.1|HM063479.1|AY164526.1","Spatula clypeata","1",6
"Spatula cyanoptera","Spatula cyanoptera","HarrisonGoldspiel_LandVertsNortheast","Spatula cyanoptera","Spatula cyanoptera",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Spatula discors","Spatula discors","HarrisonGoldspiel_LandVertsNortheast","Spatula discors","Spatula discors",0,76,"","349831685|349831684|349831683|349831682|349831681|349831680|349831679|349831678|349831677|349831676|349831675|349831674|349831673|349831672|349831671|349831670|349831669|349831668|349831667|349831666|349831665|349831664|349831663|349831662|349831661|349831660|349831659|349831658|349831657|349831656|349831655|349831654|349831653|349831652|349831651|349831650|349831649|349831648|349831647|349831646|349831645|349831644|349831643|349831642|349831641|349831640|349831639|349831638|349831637|349831636|349831635|349831634|349831633|349831632|349831631|349831630|349831629|349831628|349831627|349831626|349831625|349831624|349831623|349831622|349831621|349831620|349831619|349831618|349831617|349831616|349831615|349831614|349831613|349831612|349831611|349831610",NA,NA,NA,NA,"na","na","na",76
"Spatula querquedula","Spatula querquedula","HarrisonGoldspiel_LandVertsNortheast","Spatula querquedula","Spatula querquedula",0,1,"","6318693",1,NA,NA,NA,"AF173691.1","Spatula querquedula","1",1
"Sphoeroides maculatus","Sphoeroides maculatus","ReneeFrancolini_MaineFish","Sphoeroides maculatus","Sphoeroides maculatus",0,2,"","2282140071|1129799458",2,NA,NA,NA,"OP151412.1|KX686080.1","Sphoeroides maculatus","1",2
"Sphyraena borealis","Sphyraena borealis","ReneeFrancolini_MaineFish","Sphyraena borealis","Sphyraena borealis",0,3,"","2095925496|1788585382|1788585379",3,1,1,1,"OK172568.1|MN883212.1|MN883211.1","Sphyraena borealis","1",3
"Sphyrapicus ruber","Sphyrapicus ruber","HarrisonGoldspiel_LandVertsNortheast","Sphyrapicus ruber","Sphyrapicus ruber",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Sphyrapicus varius","Sphyrapicus varius","HarrisonGoldspiel_LandVertsNortheast","Sphyrapicus varius","Sphyrapicus varius",0,2,"","60281062|4099774",2,2,2,2,"AY940770.1|U89208.1","Sphyrapicus varius","1",2
"Sphyrna zygaena","Sphyrna zygaena","ReneeFrancolini_MaineFish","Sphyrna zygaena","Sphyrna zygaena",4,6,"1369112978|1369112964|726972552|723456170","2304349736|2289327294|2282139745|752502838|56405214|33317256",2,2,2,2,"MF983539.1|NC_025778.1|KM489157.1|MF983538.1","Sphyrna zygaena","1",10
"Spinus pinus","Spinus pinus","HarrisonGoldspiel_LandVertsNortheast","Spinus pinus","Spinus pinus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Spinus tristis","Spinus tristis","HarrisonGoldspiel_LandVertsNortheast","Spinus tristis","Spinus tristis",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Spiza americana","Spiza americana","HarrisonGoldspiel_LandVertsNortheast","Spiza americana","Spiza americana",0,1,"","21644765",1,1,1,1,"AF447256.1","Spiza americana","1",1
"Spizella pallida","Spizella pallida","HarrisonGoldspiel_LandVertsNortheast","Spizella pallida","Spizella pallida",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Spizella passerina","Spizella passerina","HarrisonGoldspiel_LandVertsNortheast","Spizella passerina","Spizella passerina",2,0,"1998563546|1910803306","",1,1,1,1,"NC_053084.1|MN356337.1","Spizella passerina","1",2
"Spizella pusilla","Spizella pusilla","HarrisonGoldspiel_LandVertsNortheast","Spizella pusilla","Spizella pusilla",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Spizelloides arborea","Spizelloides arborea","HarrisonGoldspiel_LandVertsNortheast","Spizelloides arborea","Spizelloides arborea",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Squalus acanthias","Squalus acanthias","ReneeFrancolini_MaineFish","Squalus acanthias","Squalus acanthias",1,6,"5835708","116214260|114792143|1515576520|1018242782|56405208|56405207",1,1,1,1,"NC_002012.1","Squalus acanthias","1",7
"Stelgidopteryx serripennis","Stelgidopteryx serripennis","HarrisonGoldspiel_LandVertsNortheast","Stelgidopteryx serripennis","Stelgidopteryx serripennis",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Stenotomus chrysops","Stenotomus chrysops","ReneeFrancolini_MaineFish","Stenotomus chrysops","Stenotomus chrysops",0,1,"","1129799449",1,NA,NA,NA,"KX686071.1","Stenotomus chrysops","1",1
"Stephanolepis hispidus","Stephanolepis hispidus","ReneeFrancolini_MaineFish","Stephanolepis hispidus","Stephanolepis hispidus",0,3,"","1515576490|1041013934|56684247",3,2,2,2,"MH377775.1|KT600974.1|AY700265.1","Stephanolepis hispidus","1",3
"Stercorarius longicaudus","Stercorarius longicaudus","HarrisonGoldspiel_LandVertsNortheast","Stercorarius longicaudus","Stercorarius longicaudus",0,2,"","190411539|1890676",2,NA,NA,NA,"EF373109.2|U76768.1","Stercorarius longicaudus","1",2
"Stercorarius maccormicki","Stercorarius maccormicki","HarrisonGoldspiel_LandVertsNortheast","Stercorarius maccormicki","Stercorarius maccormicki",3,2,"2240753413|746000321|734520617","110809648|1890681",4,2,2,2,"DQ812941.1|U76773.1|MW690592.1|NC_026125.1|KM401546.1","Stercorarius maccormicki","1",5
"Stercorarius parasiticus","Stercorarius parasiticus","HarrisonGoldspiel_LandVertsNortheast","Stercorarius parasiticus","Stercorarius parasiticus",2,2,"1980527294|1898548544","1890674|1890673",3,1,1,1,"U76766.1|U76765.1|NC_052780.1|MN356186.1","Stercorarius parasiticus","1",4
"Stercorarius pomarinus","Stercorarius pomarinus","HarrisonGoldspiel_LandVertsNortheast","Stercorarius pomarinus","Stercorarius pomarinus",0,2,"","109657939|1890675",2,1,1,1,"DQ674573.1|U76767.1","Stercorarius pomarinus","1",2
"Stercorarius skua","Stercorarius skua","HarrisonGoldspiel_LandVertsNortheast","Stercorarius skua","Stercorarius skua",0,3,"","168805921|88911183|1890680",3,1,1,1,"EU167080.1|DQ385278.1|U76772.1","Stercorarius skua","1",3
"Sterna dougallii","Sterna dougallii","HarrisonGoldspiel_LandVertsNortheast","Sterna dougallii","Sterna dougallii",0,1,"","54660083",1,NA,NA,NA,"AY631337.1","Sterna dougallii","1",1
"Sterna forsteri","Sterna forsteri","HarrisonGoldspiel_LandVertsNortheast","Sterna forsteri","Sterna forsteri",0,2,"","109657936|54660086",2,1,1,1,"DQ674570.1|AY631340.1","Sterna forsteri","1",2
"Sterna hirundo","Sterna hirundo","HarrisonGoldspiel_LandVertsNortheast","Sterna hirundo","Sterna hirundo",2,1,"1284805023|1273480968","54660088",2,1,1,1,"AY631342.1|NC_036345.1|MF582632.1","Sterna hirundo","1",3
"Sterna paradisea","Sterna paradiseae","HarrisonGoldspiel_LandVertsNortheast","Sterna paradiseae","Sterna paradisea",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Sternotherus odoratus","Sternotherus odoratus","HarrisonGoldspiel_LandVertsNortheast","Sternotherus odoratus","Sternotherus odoratus",0,3,"","1139382380|523451668|1778397",3,NA,NA,NA,"LC104756.1|KF301262.1|U81327.1","Sternotherus odoratus","1",3
"Sternula antillarum","Sternula antillarum","HarrisonGoldspiel_LandVertsNortheast","Sternula antillarum","Sternula antillarum",0,2,"","109657934|54660079",2,1,1,1,"DQ674568.1|AY631333.1","Sternula antillarum","1",2
"Stichaeus punctatus","Stichaeus punctatus","ReneeFrancolini_MaineFish","Stichaeus punctatus","Stichaeus punctatus",2,6,"2228970412|2216790275","2072646471|2072646470|2072646469|2072646468|1561111536|985566752",1,1,1,1,"NC_062696.1|MT621233.1","Stichaeus punctatus","1",8
"Storeria dekayi","Storeria dekayi","HarrisonGoldspiel_LandVertsNortheast","Storeria dekayi","Storeria dekayi",0,2,"","1057716010|18419348",2,1,1,1,"KX694607.1|AF402639.1","Storeria dekayi","1",2
"Storeria occipitomaculata","Storeria occipitomaculata","HarrisonGoldspiel_LandVertsNortheast","Storeria occipitomaculata","Storeria occipitomaculata",0,1,"","18419347",1,1,1,1,"AF402638.1","Storeria occipitomaculata","1",1
"Streptopelia decaocto","Streptopelia decaocto","HarrisonGoldspiel_LandVertsNortheast","Streptopelia decaocto","Streptopelia decaocto",2,1,"1381394236|1376496320","1488572308",2,1,1,1,"MG604897.1|NC_037513.1|KY827036.1","Streptopelia decaocto","1",3
"Streptopelia turtur","Streptopelia turtur","HarrisonGoldspiel_LandVertsNortheast","Streptopelia turtur","Streptopelia turtur",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Strix nebulosa","Strix nebulosa","HarrisonGoldspiel_LandVertsNortheast","Strix nebulosa","Strix nebulosa",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Strix varia","Strix varia","HarrisonGoldspiel_LandVertsNortheast","Strix varia","Strix varia",1,1,"1246431282","1870743",2,1,1,1,"U88028.1|MF431745.1","Strix varia","1",2
"Strongylura marina","Strongylura marina","ReneeFrancolini_MaineFish","Strongylura marina","Strongylura marina",0,7,"","2282140042|30840419|30840416|30840415|30840414|30840406|30840405",NA,NA,NA,NA,"na","na","na",7
"Sturnella magna","Sturnella magna","HarrisonGoldspiel_LandVertsNortheast","Sturnella magna","Sturnella magna",0,2,"","21644766|2213773",2,2,2,2,"AF447257.1|U86140.1","Sturnella magna","1",2
"Sturnella neglecta","Sturnella neglecta","HarrisonGoldspiel_LandVertsNortheast","Sturnella neglecta","Sturnella neglecta",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Sturnus vulgaris","Sturnus vulgaris","HarrisonGoldspiel_LandVertsNortheast","Sturnus vulgaris","Sturnus vulgaris",3,10,"1002161569|974993644|974993630","959090273|959073774|959057837|959046037|959045031|576106935|254656164|303305540|124108897|19481517",11,3,3,3,"XM_014893747.1|XM_014884897.1|XM_014876403.1|XM_014870094.1|XM_014869556.1|KF781333.1|FJ542145.1|HM159163.1|EF027330.1|AF407091.1|NC_029360.1|KT946692.1|KT946691.1","Sturnus vulgaris","1",13
"Surnia ulula","Surnia ulula","HarrisonGoldspiel_LandVertsNortheast","Surnia ulula","Surnia ulula",0,1,"","7715107",1,NA,NA,NA,"AF231329.1","Surnia ulula","1",1
