"user_supplied_name","submitted_name","data_source_id","data_source_title","gni_uuid","matched_name2","classification_path","classification_path_ranks","classification_path_ids","taxon_id","edit_distance","url","imported_at","match_type","match_value","prescore","score","local_id","current_taxon_id","current_name_string","global_id"
"Myoxocephalus octodecemspinosus","Myoxocephalus octodecemspinosus",4,"National Center for Biotechnology Information","931a16e1-aee0-5288-98d2-3ce3952e8ffa","Myoxocephalus octodecemspinosus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Eupercaria|Perciformes|Cottioidei|Cottales|Cottidae|Myoxocephalus|Myoxocephalus octodecemspinosus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|suborder|infraorder|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489922|8111|8100|1490021|8092|8095|68557","68557",0,NA,"2022-06-13T12:10:32Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Opsanus tau","Opsanus tau",2,"Wikispecies","db1066d8-55b4-5941-810c-8d4233755e57","Opsanus tau","","","","562115",0,"http://species.wikimedia.org/wiki/Opsanus_tau","2022-06-10T19:54:06Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Prionotus evolans","Prionotus evolans",4,"National Center for Biotechnology Information","5765fd64-6a12-5f7c-9325-b9c0e3c5b39e","Prionotus evolans","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Eupercaria|Perciformes|Triglioidei|Triglidae|Prionotus|Prionotus evolans","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|suborder|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489922|8111|1489945|27774|320587|1266881","1266881",0,NA,"2022-06-13T12:55:09Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Prionotus carolinus","Prionotus carolinus",4,"National Center for Biotechnology Information","de1c2963-6b1c-5736-acd5-1002deed836c","Prionotus carolinus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Eupercaria|Perciformes|Triglioidei|Triglidae|Prionotus|Prionotus carolinus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|suborder|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489922|8111|1489945|27774|320587|1266880","1266880",0,NA,"2022-06-13T12:55:09Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Pseudopleuronectes americanus","Pseudopleuronectes americanus",4,"National Center for Biotechnology Information","bb9db0ce-f465-574c-a20c-0ea299c03f1a","Pseudopleuronectes americanus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Carangaria|Pleuronectiformes|Pleuronectoidei|Pleuronectidae|Pseudopleuronectes|Pseudopleuronectes americanus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|suborder|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489904|8252|30942|8256|8264|8265","8265",0,NA,"2022-06-13T12:07:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Scophthalmus aquosus","Scophthalmus aquosus",2,"Wikispecies","a6390360-de92-59df-9cf5-ccaf6307826a","Scophthalmus aquosus","","","","425170",0,"http://species.wikimedia.org/wiki/Scophthalmus_aquosus","2022-06-10T19:52:36Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Sebastes fasciatus","Sebastes fasciatus",4,"National Center for Biotechnology Information","e32ff462-e784-5013-9204-9609cba3d77f","Sebastes fasciatus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Eupercaria|Perciformes|Scorpaenoidei|Sebastidae|Sebastinae|Sebastes|Sebastes fasciatus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|suborder|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489922|8111|8107|274692|274705|34820|394691","394691",0,NA,"2022-06-13T12:25:12Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Selene vomer","Selene vomer",2,"Wikispecies","1b8f0542-2446-5a7e-b751-a642154233ae","Selene vomer","","","","246683",0,"http://species.wikimedia.org/wiki/Selene_vomer","2022-06-10T19:50:40Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Selene setapinnis","Selene setapinnis",4,"National Center for Biotechnology Information","5daa3a82-a73a-5f7f-986a-970aa2938e1b","Selene setapinnis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Carangaria|Carangiformes|Carangidae|Selene|Selene setapinnis","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489904|1489907|8157|179363|179369","179369",0,NA,"2022-06-13T12:15:44Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Sphoeroides maculatus","Sphoeroides maculatus",4,"National Center for Biotechnology Information","c9376c0d-e510-5962-a5ea-ab3822b9934e","Sphoeroides maculatus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Eupercaria|Tetraodontiformes|Tetraodontoidei|Tetradontoidea|Tetraodontidae|Sphoeroides|Sphoeroides maculatus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|suborder|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489922|31022|31028|32517|31031|39109|482916","482916",0,NA,"2022-06-13T12:28:59Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Stenotomus chrysops","Stenotomus chrysops",4,"National Center for Biotechnology Information","ec16627d-e9b9-536c-be7f-726c9376c255","Stenotomus chrysops","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Eupercaria|Spariformes|Sparidae|Stenotomus|Stenotomus chrysops","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489922|1489931|8169|35578|35579","35579",0,NA,"2022-06-13T12:08:42Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Stephanolepis hispidus","Stephanolepis hispidus",4,"National Center for Biotechnology Information","5b41c5b8-10dd-587a-872d-2dad7511aad6","Stephanolepis hispidus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Eupercaria|Tetraodontiformes|Balistoidea|Monacanthidae|Stephanolepis|Stephanolepis hispidus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489922|31022|31023|143346|143347|349668","349668",0,NA,"2022-06-13T12:23:14Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Syngnathus fuscus","Syngnathus fuscus",2,"Wikispecies","01b2d152-ef68-5acb-a15e-8534aabbd173","Syngnathus fuscus","","","","456907",0,"http://species.wikimedia.org/wiki/Syngnathus_fuscus","2022-06-10T19:53:03Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Tautoga onitis","Tautoga onitis",2,"Wikispecies","60eba17f-5a7a-5e20-80de-4d7647bbd95c","Tautoga onitis","","","","237819",0,"http://species.wikimedia.org/wiki/Tautoga_onitis","2022-06-10T19:50:33Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Tautogolabrus adspersus","Tautogolabrus adspersus",2,"Wikispecies","90e8b420-acbe-513f-8c82-16a9d2f60081","Tautogolabrus adspersus","","","","237822",0,"http://species.wikimedia.org/wiki/Tautogolabrus_adspersus","2022-06-10T19:50:33Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Thalassoma bifasciatum","Thalassoma bifasciatum",2,"Wikispecies","d476f0b4-5e52-5bec-8a7a-dce5f254bf0b","Thalassoma bifasciatum","","","","237830",0,"http://species.wikimedia.org/wiki/Thalassoma_bifasciatum","2022-06-10T19:50:33Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Trachurus lathami","Trachurus lathami",4,"National Center for Biotechnology Information","d0db8808-b0a0-5acc-bb62-3553743eff3b","Trachurus lathami","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Carangaria|Carangiformes|Carangidae|Trachurus|Trachurus lathami","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489904|1489907|8157|36211|179371","179371",0,NA,"2022-06-13T12:15:44Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Ulvaria subbifurcata","Ulvaria subbifurcata",2,"Wikispecies","87f6fb42-1de8-5e9a-a63d-6d1274389ab4","Ulvaria subbifurcata","","","","73158",0,"http://species.wikimedia.org/wiki/Ulvaria_subbifurcata","2022-06-10T19:47:59Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Urophycis regia","Urophycis regia",4,"National Center for Biotechnology Information","2f02b461-2500-5782-8c08-cc54b48c1dce","Urophycis regia","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Paracanthopterygii|Zeiogadaria|Gadariae|Gadiformes|Gadoidei|Phycidae|Urophycis|Urophycis regia","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|suborder|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|1489838|1489841|1489843|8043|1489845|163113|183655|630692","630692",0,NA,"2022-06-13T12:33:51Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Urophycis chuss","Urophycis chuss",4,"National Center for Biotechnology Information","55cf7da5-7502-5125-9d8b-2cbdbc2d82f0","Urophycis chuss","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Paracanthopterygii|Zeiogadaria|Gadariae|Gadiformes|Gadoidei|Phycidae|Urophycis|Urophycis chuss","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|suborder|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|1489838|1489841|1489843|8043|1489845|163113|183655|183656","183656",0,NA,"2022-06-13T12:15:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Urophycis tenuis","Urophycis tenuis",4,"National Center for Biotechnology Information","c9635c3c-49c6-5e52-aabf-5b03d42f8685","Urophycis tenuis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Paracanthopterygii|Zeiogadaria|Gadariae|Gadiformes|Gadoidei|Phycidae|Urophycis|Urophycis tenuis","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|suborder|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|1489838|1489841|1489843|8043|1489845|163113|183655|183657","183657",0,NA,"2022-06-13T12:15:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Acipenser oxyrhynchus","Acipenser oxyrhynchus",10,"Freebase","59024573-a213-54ee-9641-4b0b3c7b9e6d","Acipenser oxyrhynchus","Acipenseridae|Acipenser|Acipenser oxyrhynchus","||","/en/acipenseridae|/en/acipenser|/en/acipenser_oxyrinchus","/en/acipenser_oxyrinchus",0,NA,"2012-08-01T14:10:31Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Stichaeus punctatus","Stichaeus punctatus",4,"National Center for Biotechnology Information","4b488dcd-cce6-5e60-a586-90b6d74ff42a","Stichaeus punctatus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Eupercaria|Perciformes|Cottioidei|Zoarcales|Stichaeidae|Stichaeinae|Stichaeus|Stichaeus punctatus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|suborder|infraorder|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489922|8111|8100|8192|30892|476936|291110|980344","980344",0,NA,"2022-06-13T12:44:24Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Alectis ciliaris","Alectis ciliaris",2,"Wikispecies","9a0d9606-3bb2-53fd-8d8e-2f6f427dbd8d","Alectis ciliaris","","","","152262",0,"http://species.wikimedia.org/wiki/Alectis_ciliaris","2022-06-10T19:49:16Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Alosa aestivalis","Alosa aestivalis",4,"National Center for Biotechnology Information","aa177c5b-9574-575a-a977-80761c39dd35","Alosa aestivalis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Otomorpha|Clupei|Clupeiformes|Clupeoidei|Clupeidae|Alosinae|Alosa|Alosa aestivalis","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|subcohort|order|suborder|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|186634|282425|32446|1489460|55118|55119|34772|224703","224703",0,NA,"2022-06-13T12:17:51Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Alosa psuedoharengus","Alosa psuedoharengus",1,"Catalogue of Life Checklist","4d8cb14b-568c-57f8-877c-0e42df784291","Alosa pseudoharengus","Biota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Actinopterygii|Clupeiformes|Clupeidae|Alosa|Alosa pseudoharengus","unranked|kingdom|phylum|subphylum|infraphylum|parvphylum|gigaclass|order|family|genus|species","5T6MX|N|CH2|8V4V3|8V4V5|8VVWB|8VR36|YR|8CJ|STX|C5MR","C5MR",1,NA,"2022-09-02T23:20:09Z",3,"Fuzzy match by canonical form","1|0|0",0.75,NA,NA,NA,NA
"Alosa sapidissima","Alosa sapidissima",2,"Wikispecies","9064feef-ead4-5025-aba9-206bf8f6cee5","Alosa sapidissima","","","","8538",0,"http://species.wikimedia.org/wiki/Alosa_sapidissima","2022-06-10T19:46:30Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Anarhichas lupus","Anarhichas lupus",2,"Wikispecies","31c2db6a-2374-58b2-bc26-e34518d6b4cd","Anarhichas lupus","","","","554261",0,"http://species.wikimedia.org/wiki/Anarhichas_lupus","2022-06-10T19:54:01Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
