"source_binomial","source","submitted_name","matched_name2","search_name"
"Quiscalus mexicanus","HarrisonGoldspiel_LandVertsNortheast","Quiscalus mexicanus","Quiscalus mexicanus","Quiscalus mexicanus"
"Quiscalus quiscula","HarrisonGoldspiel_LandVertsNortheast","Quiscalus quiscula","Quiscalus quiscula","Quiscalus quiscula"
"Rachycentron canadum","ReneeFrancolini_MaineFish","Rachycentron canadum","Rachycentron canadum","Rachycentron canadum"
"Rallus crepitans","HarrisonGoldspiel_LandVertsNortheast","Rallus crepitans","Rallus crepitans","Rallus crepitans"
"Rallus elegans","HarrisonGoldspiel_LandVertsNortheast","Rallus elegans","Rallus elegans","Rallus elegans"
"Rallus limicola","HarrisonGoldspiel_LandVertsNortheast","Rallus limicola","Rallus limicola","Rallus limicola"
"Rattus norvegicus","HarrisonGoldspiel_LandVertsNortheast","Rattus norvegicus","Rattus norvegicus","Rattus norvegicus"
"Rattus rattus","HarrisonGoldspiel_LandVertsNortheast","Rattus rattus","Rattus rattus","Rattus rattus"
"Recurvirostra americana","HarrisonGoldspiel_LandVertsNortheast","Recurvirostra americana","Recurvirostra americana","Recurvirostra americana"
"Regina septemvittata","HarrisonGoldspiel_LandVertsNortheast","Regina septemvittata","Regina septemvittata","Regina septemvittata"
"Regulus calendula","HarrisonGoldspiel_LandVertsNortheast","Regulus calendula","Regulus calendula","Regulus calendula"
"Regulus satrapa","HarrisonGoldspiel_LandVertsNortheast","Regulus satrapa","Regulus satrapa","Regulus satrapa"
"Rhodostethia rosea","HarrisonGoldspiel_LandVertsNortheast","Rhodostethia rosea","Rhodostethia rosea","Rhodostethia rosea"
"Riparia riparia","HarrisonGoldspiel_LandVertsNortheast","Riparia riparia","Riparia riparia","Riparia riparia"
"Rissa tridactyla","HarrisonGoldspiel_LandVertsNortheast","Rissa tridactyla","Rissa tridactyla","Rissa tridactyla"
"Rostroraja eglanteria","ReneeFrancolini_MaineFish","Rostroraja eglanteria","Rostroraja eglanteria","Rostroraja eglanteria"
"Rynchops niger","HarrisonGoldspiel_LandVertsNortheast","Rynchops niger","Rynchops niger","Rynchops niger"
"Salmo salar","ReneeFrancolini_MaineFish","Salmo salar","Salmo salar","Salmo salar"
"Salpinctes obsoletus","HarrisonGoldspiel_LandVertsNortheast","Salpinctes obsoletus","Salpinctes obsoletus","Salpinctes obsoletus"
"Sarda sarda","ReneeFrancolini_MaineFish","Sarda sarda","Sarda sarda","Sarda sarda"
"Sayornis phoebe","HarrisonGoldspiel_LandVertsNortheast","Sayornis phoebe","Sayornis phoebe","Sayornis phoebe"
"Sayornis saya","HarrisonGoldspiel_LandVertsNortheast","Sayornis saya","Sayornis saya","Sayornis saya"
"Scalopus aquaticus","HarrisonGoldspiel_LandVertsNortheast","Scalopus aquaticus","Scalopus aquaticus","Scalopus aquaticus"
"Scaphiopus holbrookii","HarrisonGoldspiel_LandVertsNortheast","Scaphiopus holbrookii","Scaphiopus holbrookii","Scaphiopus holbrookii"
"Sceloporus undulatus","HarrisonGoldspiel_LandVertsNortheast","Sceloporus undulatus","Sceloporus undulatus","Sceloporus undulatus"
"Scincella lateralis","HarrisonGoldspiel_LandVertsNortheast","Scincella lateralis","Scincella lateralis","Scincella lateralis"
"Sciurus carolinensis","HarrisonGoldspiel_LandVertsNortheast","Sciurus carolinensis","Sciurus carolinensis","Sciurus carolinensis"
"Sciurus niger","HarrisonGoldspiel_LandVertsNortheast","Sciurus niger","Sciurus niger","Sciurus niger"
"Scolopax minor","HarrisonGoldspiel_LandVertsNortheast","Scolopax minor","Scolopax minor","Scolopax minor"
"Scomber scombrus","ReneeFrancolini_MaineFish","Scomber scombrus","Scomber scombrus","Scomber scombrus"
"Scophthalmus aquosus","ReneeFrancolini_MaineFish","Scophthalmus aquosus","Scophthalmus aquosus","Scophthalmus aquosus"
"Sebastes fasciatus","ReneeFrancolini_MaineFish","Sebastes fasciatus","Sebastes fasciatus","Sebastes fasciatus"
"Sebastes norvegicus","ReneeFrancolini_MaineFish","Sebastes norvegicus","Sebastes norvegicus","Sebastes norvegicus"
"Seiurus aurocapilla","HarrisonGoldspiel_LandVertsNortheast","Seiurus aurocapilla","Seiurus aurocapilla","Seiurus aurocapilla"
"Selar crumenophthalmus","ReneeFrancolini_MaineFish","Selar crumenophthalmus","Selar crumenophthalmus","Selar crumenophthalmus"
"Selasphorus calliope","HarrisonGoldspiel_LandVertsNortheast","Selasphorus calliope","Selasphorus calliope","Selasphorus calliope"
"Selasphorus rufus","HarrisonGoldspiel_LandVertsNortheast","Selasphorus rufus","Selasphorus rufus","Selasphorus rufus"
"Selasphorus sasin","HarrisonGoldspiel_LandVertsNortheast","Selasphorus sasin","Selasphorus sasin","Selasphorus sasin"
"Selene setapinnis","ReneeFrancolini_MaineFish","Selene setapinnis","Selene setapinnis","Selene setapinnis"
"Selene vomer","ReneeFrancolini_MaineFish","Selene vomer","Selene vomer","Selene vomer"
"Seriola zonata","ReneeFrancolini_MaineFish","Seriola zonata","Seriola zonata","Seriola zonata"
"Setophaga americana","HarrisonGoldspiel_LandVertsNortheast","Setophaga americana","Setophaga americana","Setophaga americana"
"Setophaga caerulescens","HarrisonGoldspiel_LandVertsNortheast","Setophaga caerulescens","Setophaga caerulescens","Setophaga caerulescens"
"Setophaga castanea","HarrisonGoldspiel_LandVertsNortheast","Setophaga castanea","Setophaga castanea","Setophaga castanea"
"Setophaga cerulea","HarrisonGoldspiel_LandVertsNortheast","Setophaga cerulea","Setophaga cerulea","Setophaga cerulea"
"Setophaga citrina","HarrisonGoldspiel_LandVertsNortheast","Setophaga citrina","Setophaga citrina","Setophaga citrina"
"Setophaga coronata","HarrisonGoldspiel_LandVertsNortheast","Setophaga coronata","Setophaga coronata","Setophaga coronata"
"Setophaga discolor","HarrisonGoldspiel_LandVertsNortheast","Setophaga discolor","Setophaga discolor","Setophaga discolor"
"Setophaga dominica","HarrisonGoldspiel_LandVertsNortheast","Setophaga dominica","Setophaga dominica","Setophaga dominica"
"Setophaga fusca","HarrisonGoldspiel_LandVertsNortheast","Setophaga fusca","Setophaga fusca","Setophaga fusca"
"Setophaga kirtlandii","HarrisonGoldspiel_LandVertsNortheast","Setophaga kirtlandii","Setophaga kirtlandii","Setophaga kirtlandii"
"Setophaga magnolia","HarrisonGoldspiel_LandVertsNortheast","Setophaga magnolia","Setophaga magnolia","Setophaga magnolia"
"Setophaga nigrescens","HarrisonGoldspiel_LandVertsNortheast","Setophaga nigrescens","Setophaga nigrescens","Setophaga nigrescens"
"Setophaga occidentalis","HarrisonGoldspiel_LandVertsNortheast","Setophaga occidentalis","Setophaga occidentalis","Setophaga occidentalis"
"Setophaga palmarum","HarrisonGoldspiel_LandVertsNortheast","Setophaga palmarum","Setophaga palmarum","Setophaga palmarum"
"Setophaga pensylvanica","HarrisonGoldspiel_LandVertsNortheast","Setophaga pensylvanica","Setophaga pensylvanica","Setophaga pensylvanica"
"Setophaga petechia","HarrisonGoldspiel_LandVertsNortheast","Setophaga petechia","Setophaga petechia","Setophaga petechia"
"Setophaga pinus","HarrisonGoldspiel_LandVertsNortheast","Setophaga pinus","Setophaga pinus","Setophaga pinus"
"Setophaga ruticilla","HarrisonGoldspiel_LandVertsNortheast","Setophaga ruticilla","Setophaga ruticilla","Setophaga ruticilla"
"Setophaga striata","HarrisonGoldspiel_LandVertsNortheast","Setophaga striata","Setophaga striata","Setophaga striata"
"Setophaga tigrina","HarrisonGoldspiel_LandVertsNortheast","Setophaga tigrina","Setophaga tigrina","Setophaga tigrina"
"Setophaga townsendi","HarrisonGoldspiel_LandVertsNortheast","Setophaga townsendi","Setophaga townsendi","Setophaga townsendi"
"Setophaga virens","HarrisonGoldspiel_LandVertsNortheast","Setophaga virens","Setophaga virens","Setophaga virens"
"Sialia currucoides","HarrisonGoldspiel_LandVertsNortheast","Sialia currucoides","Sialia currucoides","Sialia currucoides"
"Sialia sialis","HarrisonGoldspiel_LandVertsNortheast","Sialia sialis","Sialia sialis","Sialia sialis"
"Siren intermedia","HarrisonGoldspiel_LandVertsNortheast","Siren intermedia","Siren intermedia","Siren intermedia"
"Sisturus catenatus","HarrisonGoldspiel_LandVertsNortheast","Sisturus catenatus","Sisturus catenatus","Sisturus catenatus"
"Sitta canadensis","HarrisonGoldspiel_LandVertsNortheast","Sitta canadensis","Sitta canadensis","Sitta canadensis"
"Sitta carolinensis","HarrisonGoldspiel_LandVertsNortheast","Sitta carolinensis","Sitta carolinensis","Sitta carolinensis"
"Slua dactylatra","HarrisonGoldspiel_LandVertsNortheast",NA,NA,"Slua dactylatra"
"Slua leucogaster","HarrisonGoldspiel_LandVertsNortheast",NA,NA,"Slua leucogaster"
"Somateria mollissima","HarrisonGoldspiel_LandVertsNortheast","Somateria mollissima","Somateria mollissima","Somateria mollissima"
"Somateria spectabilis","HarrisonGoldspiel_LandVertsNortheast","Somateria spectabilis","Somateria spectabilis","Somateria spectabilis"
"Sorex cinereus","HarrisonGoldspiel_LandVertsNortheast","Sorex cinereus","Sorex cinereus","Sorex cinereus"
"Sorex dispar","HarrisonGoldspiel_LandVertsNortheast","Sorex dispar","Sorex dispar","Sorex dispar"
"Sorex fumeus","HarrisonGoldspiel_LandVertsNortheast","Sorex fumeus","Sorex fumeus","Sorex fumeus"
"Sorex hoyi","HarrisonGoldspiel_LandVertsNortheast","Sorex hoyi","Sorex hoyi","Sorex hoyi"
"Sorex palustris","HarrisonGoldspiel_LandVertsNortheast","Sorex palustris","Sorex palustris","Sorex palustris"
"Spatula clypeata","HarrisonGoldspiel_LandVertsNortheast","Spatula clypeata","Spatula clypeata","Spatula clypeata"
"Spatula cyanoptera","HarrisonGoldspiel_LandVertsNortheast","Spatula cyanoptera","Spatula cyanoptera","Spatula cyanoptera"
"Spatula discors","HarrisonGoldspiel_LandVertsNortheast","Spatula discors","Spatula discors","Spatula discors"
"Spatula querquedula","HarrisonGoldspiel_LandVertsNortheast","Spatula querquedula","Spatula querquedula","Spatula querquedula"
"Sphoeroides maculatus","ReneeFrancolini_MaineFish","Sphoeroides maculatus","Sphoeroides maculatus","Sphoeroides maculatus"
"Sphyraena borealis","ReneeFrancolini_MaineFish","Sphyraena borealis","Sphyraena borealis","Sphyraena borealis"
"Sphyrapicus ruber","HarrisonGoldspiel_LandVertsNortheast","Sphyrapicus ruber","Sphyrapicus ruber","Sphyrapicus ruber"
"Sphyrapicus varius","HarrisonGoldspiel_LandVertsNortheast","Sphyrapicus varius","Sphyrapicus varius","Sphyrapicus varius"
"Sphyrna zygaena","ReneeFrancolini_MaineFish","Sphyrna zygaena","Sphyrna zygaena","Sphyrna zygaena"
"Spinus pinus","HarrisonGoldspiel_LandVertsNortheast","Spinus pinus","Spinus pinus","Spinus pinus"
"Spinus tristis","HarrisonGoldspiel_LandVertsNortheast","Spinus tristis","Spinus tristis","Spinus tristis"
"Spiza americana","HarrisonGoldspiel_LandVertsNortheast","Spiza americana","Spiza americana","Spiza americana"
"Spizella pallida","HarrisonGoldspiel_LandVertsNortheast","Spizella pallida","Spizella pallida","Spizella pallida"
"Spizella passerina","HarrisonGoldspiel_LandVertsNortheast","Spizella passerina","Spizella passerina","Spizella passerina"
"Spizella pusilla","HarrisonGoldspiel_LandVertsNortheast","Spizella pusilla","Spizella pusilla","Spizella pusilla"
"Spizelloides arborea","HarrisonGoldspiel_LandVertsNortheast","Spizelloides arborea","Spizelloides arborea","Spizelloides arborea"
"Squalus acanthias","ReneeFrancolini_MaineFish","Squalus acanthias","Squalus acanthias","Squalus acanthias"
"Stelgidopteryx serripennis","HarrisonGoldspiel_LandVertsNortheast","Stelgidopteryx serripennis","Stelgidopteryx serripennis","Stelgidopteryx serripennis"
"Stenotomus chrysops","ReneeFrancolini_MaineFish","Stenotomus chrysops","Stenotomus chrysops","Stenotomus chrysops"
"Stephanolepis hispidus","ReneeFrancolini_MaineFish","Stephanolepis hispidus","Stephanolepis hispidus","Stephanolepis hispidus"
"Stercorarius longicaudus","HarrisonGoldspiel_LandVertsNortheast","Stercorarius longicaudus","Stercorarius longicaudus","Stercorarius longicaudus"
"Stercorarius maccormicki","HarrisonGoldspiel_LandVertsNortheast","Stercorarius maccormicki","Stercorarius maccormicki","Stercorarius maccormicki"
"Stercorarius parasiticus","HarrisonGoldspiel_LandVertsNortheast","Stercorarius parasiticus","Stercorarius parasiticus","Stercorarius parasiticus"
"Stercorarius pomarinus","HarrisonGoldspiel_LandVertsNortheast","Stercorarius pomarinus","Stercorarius pomarinus","Stercorarius pomarinus"
"Stercorarius skua","HarrisonGoldspiel_LandVertsNortheast","Stercorarius skua","Stercorarius skua","Stercorarius skua"
"Sterna dougallii","HarrisonGoldspiel_LandVertsNortheast","Sterna dougallii","Sterna dougallii","Sterna dougallii"
"Sterna forsteri","HarrisonGoldspiel_LandVertsNortheast","Sterna forsteri","Sterna forsteri","Sterna forsteri"
"Sterna hirundo","HarrisonGoldspiel_LandVertsNortheast","Sterna hirundo","Sterna hirundo","Sterna hirundo"
"Sterna paradiseae","HarrisonGoldspiel_LandVertsNortheast","Sterna paradiseae","Sterna paradisea","Sterna paradisea"
"Sternotherus odoratus","HarrisonGoldspiel_LandVertsNortheast","Sternotherus odoratus","Sternotherus odoratus","Sternotherus odoratus"
"Sternula antillarum","HarrisonGoldspiel_LandVertsNortheast","Sternula antillarum","Sternula antillarum","Sternula antillarum"
"Stichaeus punctatus","ReneeFrancolini_MaineFish","Stichaeus punctatus","Stichaeus punctatus","Stichaeus punctatus"
"Storeria dekayi","HarrisonGoldspiel_LandVertsNortheast","Storeria dekayi","Storeria dekayi","Storeria dekayi"
"Storeria occipitomaculata","HarrisonGoldspiel_LandVertsNortheast","Storeria occipitomaculata","Storeria occipitomaculata","Storeria occipitomaculata"
"Streptopelia decaocto","HarrisonGoldspiel_LandVertsNortheast","Streptopelia decaocto","Streptopelia decaocto","Streptopelia decaocto"
"Streptopelia turtur","HarrisonGoldspiel_LandVertsNortheast","Streptopelia turtur","Streptopelia turtur","Streptopelia turtur"
"Strix nebulosa","HarrisonGoldspiel_LandVertsNortheast","Strix nebulosa","Strix nebulosa","Strix nebulosa"
"Strix varia","HarrisonGoldspiel_LandVertsNortheast","Strix varia","Strix varia","Strix varia"
"Strongylura marina","ReneeFrancolini_MaineFish","Strongylura marina","Strongylura marina","Strongylura marina"
"Sturnella magna","HarrisonGoldspiel_LandVertsNortheast","Sturnella magna","Sturnella magna","Sturnella magna"
"Sturnella neglecta","HarrisonGoldspiel_LandVertsNortheast","Sturnella neglecta","Sturnella neglecta","Sturnella neglecta"
"Sturnus vulgaris","HarrisonGoldspiel_LandVertsNortheast","Sturnus vulgaris","Sturnus vulgaris","Sturnus vulgaris"
"Surnia ulula","HarrisonGoldspiel_LandVertsNortheast","Surnia ulula","Surnia ulula","Surnia ulula"
"Sylvilagus floridanus","HarrisonGoldspiel_LandVertsNortheast","Sylvilagus floridanus","Sylvilagus floridanus","Sylvilagus floridanus"
"Sylvilagus transionalis","HarrisonGoldspiel_LandVertsNortheast","Sylvilagus transionalis","Sylvilagus transitionalis","Sylvilagus transitionalis"
"Synaptomys borealis","HarrisonGoldspiel_LandVertsNortheast","Synaptomys borealis","Synaptomys borealis","Synaptomys borealis"
"Synaptomys cooperi","HarrisonGoldspiel_LandVertsNortheast","Synaptomys cooperi","Synaptomys cooperi","Synaptomys cooperi"
"Syngnathus fuscus","ReneeFrancolini_MaineFish","Syngnathus fuscus","Syngnathus fuscus","Syngnathus fuscus"
"Syngnathus leptorhynchus","ReneeFrancolini_MaineFish","Syngnathus leptorhynchus","Syngnathus leptorhynchus","Syngnathus leptorhynchus"
"Synodus foetens","ReneeFrancolini_MaineFish","Synodus foetens","Synodus foetens","Synodus foetens"
"Synthiloboramphus antiquus","HarrisonGoldspiel_LandVertsNortheast","Synthiloboramphus antiquus","Synthiloboramphus antiquus","Synthiloboramphus antiquus"
"Tachycineta bicolor","HarrisonGoldspiel_LandVertsNortheast","Tachycineta bicolor","Tachycineta bicolor","Tachycineta bicolor"
"Tachycineta thalassina","HarrisonGoldspiel_LandVertsNortheast","Tachycineta thalassina","Tachycineta thalassina","Tachycineta thalassina"
"Tamias striatus","HarrisonGoldspiel_LandVertsNortheast","Tamias striatus","Tamias striatus","Tamias striatus"
"Tamiasciurus hudsonicus","HarrisonGoldspiel_LandVertsNortheast","Tamiasciurus hudsonicus","Tamiasciurus hudsonicus","Tamiasciurus hudsonicus"
"Tantilla coronata","HarrisonGoldspiel_LandVertsNortheast","Tantilla coronata","Tantilla coronata","Tantilla coronata"
"Tautoga onitis","ReneeFrancolini_MaineFish","Tautoga onitis","Tautoga onitis","Tautoga onitis"
"Tautogolabrus adspersus","ReneeFrancolini_MaineFish","Tautogolabrus adspersus","Tautogolabrus adspersus","Tautogolabrus adspersus"
"Terrapene carolina","HarrisonGoldspiel_LandVertsNortheast","Terrapene carolina","Terrapene carolina","Terrapene carolina"
"Terrapene ornata","HarrisonGoldspiel_LandVertsNortheast","Terrapene ornata","Terrapene ornata","Terrapene ornata"
"Thalassarche chlororhynchos","HarrisonGoldspiel_LandVertsNortheast","Thalassarche chlororhynchos","Thalassarche chlororhynchos","Thalassarche chlororhynchos"
"Thalassarche melanophris","HarrisonGoldspiel_LandVertsNortheast","Thalassarche melanophris","Thalassarche melanophris","Thalassarche melanophris"
"Thalasseus elegans","HarrisonGoldspiel_LandVertsNortheast","Thalasseus elegans","Thalasseus elegans","Thalasseus elegans"
"Thalasseus maxima","HarrisonGoldspiel_LandVertsNortheast","Thalasseus maxima","Thalasseus maxima","Thalasseus maxima"
"Thalasseus sandvicensis","HarrisonGoldspiel_LandVertsNortheast","Thalasseus sandvicensis","Thalasseus sandvicensis","Thalasseus sandvicensis"
"Thalassoma bifasciatum","ReneeFrancolini_MaineFish","Thalassoma bifasciatum","Thalassoma bifasciatum","Thalassoma bifasciatum"
"Thamnophis brachystoma","HarrisonGoldspiel_LandVertsNortheast","Thamnophis brachystoma","Thamnophis brachystoma","Thamnophis brachystoma"
"Thamnophis butleri","HarrisonGoldspiel_LandVertsNortheast","Thamnophis butleri","Thamnophis butleri","Thamnophis butleri"
"Thamnophis proximus","HarrisonGoldspiel_LandVertsNortheast","Thamnophis proximus","Thamnophis proximus","Thamnophis proximus"
"Thamnophis radix","HarrisonGoldspiel_LandVertsNortheast","Thamnophis radix","Thamnophis radix","Thamnophis radix"
"Thamnophis sauritus","HarrisonGoldspiel_LandVertsNortheast","Thamnophis sauritus","Thamnophis sauritus","Thamnophis sauritus"
"Thamnophis sirtalis","HarrisonGoldspiel_LandVertsNortheast","Thamnophis sirtalis","Thamnophis sirtalis","Thamnophis sirtalis"
"Thryothorus bewickii","HarrisonGoldspiel_LandVertsNortheast","Thryothorus bewickii","Thryothorus bewickii","Thryothorus bewickii"
"Thryothorus ludovicianus","HarrisonGoldspiel_LandVertsNortheast","Thryothorus ludovicianus","Thryothorus ludovicianus","Thryothorus ludovicianus"
"Thunnus thynnus","ReneeFrancolini_MaineFish","Thunnus thynnus","Thunnus thynnus","Thunnus thynnus"
"Toxostoma rufum","HarrisonGoldspiel_LandVertsNortheast","Toxostoma rufum","Toxostoma rufum","Toxostoma rufum"
"Trachemys scripta","HarrisonGoldspiel_LandVertsNortheast","Trachemys scripta","Trachemys scripta","Trachemys scripta"
"Trachinotus falcatus","ReneeFrancolini_MaineFish","Trachinotus falcatus","Trachinotus falcatus","Trachinotus falcatus"
"Trachurus lathami","ReneeFrancolini_MaineFish","Trachurus lathami","Trachurus lathami","Trachurus lathami"
"Trinectes maculatus","ReneeFrancolini_MaineFish","Trinectes maculatus","Trinectes maculatus","Trinectes maculatus"
"Tringa brevipes","HarrisonGoldspiel_LandVertsNortheast","Tringa brevipes","Tringa brevipes","Tringa brevipes"
"Tringa erythropus","HarrisonGoldspiel_LandVertsNortheast","Tringa erythropus","Tringa erythropus","Tringa erythropus"
"Tringa flavipes","HarrisonGoldspiel_LandVertsNortheast","Tringa flavipes","Tringa flavipes","Tringa flavipes"
"Tringa incana","HarrisonGoldspiel_LandVertsNortheast","Tringa incana","Tringa incana","Tringa incana"
"Tringa melanoleuca","HarrisonGoldspiel_LandVertsNortheast","Tringa melanoleuca","Tringa melanoleuca","Tringa melanoleuca"
"Tringa nebularia","HarrisonGoldspiel_LandVertsNortheast","Tringa nebularia","Tringa nebularia","Tringa nebularia"
"Tringa semipalmatus","HarrisonGoldspiel_LandVertsNortheast","Tringa semipalmatus","Tringa semipalmatus","Tringa semipalmatus"
"Tringa solitaria","HarrisonGoldspiel_LandVertsNortheast","Tringa solitaria","Tringa solitaria","Tringa solitaria"
"Troglodytes aedon","HarrisonGoldspiel_LandVertsNortheast","Troglodytes aedon","Troglodytes aedon","Troglodytes aedon"
"Troglodytes hiemalis","HarrisonGoldspiel_LandVertsNortheast","Troglodytes hiemalis","Troglodytes hiemalis","Troglodytes hiemalis"
"Turdus iliacus","HarrisonGoldspiel_LandVertsNortheast","Turdus iliacus","Turdus iliacus","Turdus iliacus"
"Turdus migratorius","HarrisonGoldspiel_LandVertsNortheast","Turdus migratorius","Turdus migratorius","Turdus migratorius"
"Turdus pilaris","HarrisonGoldspiel_LandVertsNortheast","Turdus pilaris","Turdus pilaris","Turdus pilaris"
"Tympanuchus cupido","HarrisonGoldspiel_LandVertsNortheast","Tympanuchus cupido","Tympanuchus cupido","Tympanuchus cupido"
"Tyrannus couchii","HarrisonGoldspiel_LandVertsNortheast","Tyrannus couchii","Tyrannus couchii","Tyrannus couchii"
"Tyrannus dominicensis","HarrisonGoldspiel_LandVertsNortheast","Tyrannus dominicensis","Tyrannus dominicensis","Tyrannus dominicensis"
"Tyrannus forficatus","HarrisonGoldspiel_LandVertsNortheast","Tyrannus forficatus","Tyrannus forficatus","Tyrannus forficatus"
"Tyrannus melancholicus","HarrisonGoldspiel_LandVertsNortheast","Tyrannus melancholicus","Tyrannus melancholicus","Tyrannus melancholicus"
"Tyrannus savana","HarrisonGoldspiel_LandVertsNortheast","Tyrannus savana","Tyrannus savana","Tyrannus savana"
"Tyrannus tyrannus","HarrisonGoldspiel_LandVertsNortheast","Tyrannus tyrannus","Tyrannus tyrannus","Tyrannus tyrannus"
"Tyrannus verticalis","HarrisonGoldspiel_LandVertsNortheast","Tyrannus verticalis","Tyrannus verticalis","Tyrannus verticalis"
"Tyrannus vociferans","HarrisonGoldspiel_LandVertsNortheast","Tyrannus vociferans","Tyrannus vociferans","Tyrannus vociferans"
"Tyto alba","HarrisonGoldspiel_LandVertsNortheast","Tyto alba","Tyto alba","Tyto alba"
"Ulvaria subbifurcata","ReneeFrancolini_MaineFish","Ulvaria subbifurcata","Ulvaria subbifurcata","Ulvaria subbifurcata"
"Uria aalge","HarrisonGoldspiel_LandVertsNortheast","Uria aalge","Uria aalge","Uria aalge"
"Uria lomvia","HarrisonGoldspiel_LandVertsNortheast","Uria lomvia","Uria lomvia","Uria lomvia"
"Urocyon cinereoargenteus","HarrisonGoldspiel_LandVertsNortheast","Urocyon cinereoargenteus","Urocyon cinereoargenteus","Urocyon cinereoargenteus"
"Urophycis chuss","ReneeFrancolini_MaineFish","Urophycis chuss","Urophycis chuss","Urophycis chuss"
"Urophycis regia","ReneeFrancolini_MaineFish","Urophycis regia","Urophycis regia","Urophycis regia"
"Urophycis tenuis","ReneeFrancolini_MaineFish","Urophycis tenuis","Urophycis tenuis","Urophycis tenuis"
"Ursus americanus","HarrisonGoldspiel_LandVertsNortheast","Ursus americanus","Ursus americanus","Ursus americanus"
"Vanellus vanellus","HarrisonGoldspiel_LandVertsNortheast","Vanellus vanellus","Vanellus vanellus","Vanellus vanellus"
"Vermivora chrysoptera","HarrisonGoldspiel_LandVertsNortheast","Vermivora chrysoptera","Vermivora chrysoptera","Vermivora chrysoptera"
"Vermivora cyanoptera","HarrisonGoldspiel_LandVertsNortheast","Vermivora cyanoptera","Vermivora cyanoptera","Vermivora cyanoptera"
"Vireo altiloquus","HarrisonGoldspiel_LandVertsNortheast","Vireo altiloquus","Vireo altiloquus","Vireo altiloquus"
"Vireo bellii","HarrisonGoldspiel_LandVertsNortheast","Vireo bellii","Vireo bellii","Vireo bellii"
"Vireo cassinii","HarrisonGoldspiel_LandVertsNortheast","Vireo cassinii","Vireo cassinii","Vireo cassinii"
"Vireo flavifrons","HarrisonGoldspiel_LandVertsNortheast","Vireo flavifrons","Vireo flavifrons","Vireo flavifrons"
"Vireo flavoviridis","HarrisonGoldspiel_LandVertsNortheast","Vireo flavoviridis","Vireo flavoviridis","Vireo flavoviridis"
"Vireo gilvus","HarrisonGoldspiel_LandVertsNortheast","Vireo gilvus","Vireo gilvus","Vireo gilvus"
"Vireo griseus","HarrisonGoldspiel_LandVertsNortheast","Vireo griseus","Vireo griseus","Vireo griseus"
"Vireo olivaceus","HarrisonGoldspiel_LandVertsNortheast","Vireo olivaceus","Vireo olivaceus","Vireo olivaceus"
"Vireo philadelphicus","HarrisonGoldspiel_LandVertsNortheast","Vireo philadelphicus","Vireo philadelphicus","Vireo philadelphicus"
"Vireo plumbeus","HarrisonGoldspiel_LandVertsNortheast","Vireo plumbeus","Vireo plumbeus","Vireo plumbeus"
"Vireo solitarius","HarrisonGoldspiel_LandVertsNortheast","Vireo solitarius","Vireo solitarius","Vireo solitarius"
"Vireo solitarius","HarrisonGoldspiel_LandVertsNortheast","Vireo solitarius","Vireo solitarius","Vireo solitarius"
"Vireo solitarius","HarrisonGoldspiel_LandVertsNortheast","Vireo solitarius","Vireo solitarius","Vireo solitarius"
"Vireo solitarius","HarrisonGoldspiel_LandVertsNortheast","Vireo solitarius","Vireo solitarius","Vireo solitarius"
"Virginia valeriae","HarrisonGoldspiel_LandVertsNortheast","Virginia valeriae","Virginia valeriae","Virginia valeriae"
"Vulpes vulpes","HarrisonGoldspiel_LandVertsNortheast","Vulpes vulpes","Vulpes vulpes","Vulpes vulpes"
"Xanthocephalus xanthocephalus","HarrisonGoldspiel_LandVertsNortheast","Xanthocephalus xanthocephalus","Xanthocephalus xanthocephalus","Xanthocephalus xanthocephalus"
"Xema sabini","HarrisonGoldspiel_LandVertsNortheast","Xema sabini","Xema sabini","Xema sabini"
"Xenus cinereus","HarrisonGoldspiel_LandVertsNortheast","Xenus cinereus","Xenus cinereus","Xenus cinereus"
"Xyrichtys novacula","ReneeFrancolini_MaineFish","Xyrichtys novacula","Xyrichtys novacula","Xyrichtys novacula"
"Zapus hudsonius","HarrisonGoldspiel_LandVertsNortheast","Zapus hudsonius","Zapus hudsonius","Zapus hudsonius"
"Zenaida asiatica","HarrisonGoldspiel_LandVertsNortheast","Zenaida asiatica","Zenaida asiatica","Zenaida asiatica"
"Zenaida macroura","HarrisonGoldspiel_LandVertsNortheast","Zenaida macroura","Zenaida macroura","Zenaida macroura"
"Zoarces americanus","ReneeFrancolini_MaineFish","Zoarces americanus","Zoarces americanus","Zoarces americanus"
"Zonotrichia albicollis","HarrisonGoldspiel_LandVertsNortheast","Zonotrichia albicollis","Zonotrichia albicollis","Zonotrichia albicollis"
"Zonotrichia atracapilla","HarrisonGoldspiel_LandVertsNortheast","Zonotrichia atracapilla","Zonotrichia atricapilla","Zonotrichia atricapilla"
"Zonotrichia leucophyrys","HarrisonGoldspiel_LandVertsNortheast","Zonotrichia leucophyrys","Zonotrichia leucophrys","Zonotrichia leucophrys"
"Zonotrichia querula","HarrisonGoldspiel_LandVertsNortheast","Zonotrichia querula","Zonotrichia querula","Zonotrichia querula"
