source_binomial,phylum,source,submitted_name,matched_name2,search_name
Pleustes panoplus,arthropoda,GoMA_census_fauna,Pleustes panoplus,Pleustes panoplus,Pleustes panoplus
Pleusymtes glaber,arthropoda,GoMA_census_fauna,Pleusymtes glaber,Pleusymtes glaber,Pleusymtes glaber
Plumularia gracillima,cnidaria,GoMA_census_fauna,Plumularia gracillima,Plumularia gracillima,Plumularia gracillima
Podoceropsis nitida,arthropoda,GoMA_census_fauna,Podoceropsis nitida,Podoceropsis nitida,Podoceropsis nitida
Podocoryne americana,cnidaria,GoMA_census_fauna,Podocoryne americana,Podocoryne americana,Podocoryne americana
Podocoryne borealis,cnidaria,GoMA_census_fauna,Podocoryne borealis,Podocoryne borealis,Podocoryne borealis
Podocoryne carnea,cnidaria,GoMA_census_fauna,Podocoryne carnea,Podocoryne carnea,Podocoryne carnea
Podocotyle atomon,platyhelminthes,GoMA_census_fauna,Podocotyle atomon,Podocotyle atomon,Podocotyle atomon
Podon polyphemoides,arthropoda,GoMA_census_fauna,Podon polyphemoides,Podon polyphemoides,Podon polyphemoides
Polinices duplicatus,mollusca,GoMA_census_fauna,Polinices duplicatus,Polinices duplicatus,Polinices duplicatus
Polinices heros,mollusca,GoMA_census_fauna,Polinices heros,Polinices heros,Polinices heros
Politolana concharum,arthropoda,GoMA_census_fauna,Politolana concharum,Politolana concharum,Politolana concharum
Politolana polita,arthropoda,GoMA_census_fauna,Politolana polita,Politolana polita,Politolana polita
Polycarpa fibrosa,chordata,GoMA_census_fauna,Polycarpa fibrosa,Polycarpa fibrosa,Polycarpa fibrosa
Polycera dubia,mollusca,GoMA_census_fauna,Polycera dubia,Polycera dubia,Polycera dubia
Polycheles granulatus,arthropoda,GoMA_census_fauna,Polycheles granulatus,Polycheles granulatus,Polycheles granulatus
Polycheles validus,arthropoda,GoMA_census_fauna,Polycheles validus,Polycheles validus,Polycheles validus
Polychoerus caudatus,platyhelminthes,GoMA_census_fauna,Polychoerus caudatus,Polychoerus caudatus,Polychoerus caudatus
Polycirrus eximius,annelida,GoMA_census_fauna,Polycirrus eximius,Polycirrus eximius,Polycirrus eximius
Polycirrus medusa,annelida,GoMA_census_fauna,Polycirrus medusa,Polycirrus medusa,Polycirrus medusa
Polycirrus phosphoreus,annelida,GoMA_census_fauna,Polycirrus phosphoreus,Polycirrus phosphoreus,Polycirrus phosphoreus
Polydora ciliata,annelida,GoMA_census_fauna,Polydora ciliata,Polydora ciliata,Polydora ciliata
Polydora concharum,annelida,GoMA_census_fauna,Polydora concharum,Polydora concharum,Polydora concharum
Polydora cornuta,annelida,GoMA_census_fauna,Polydora cornuta,Polydora cornuta,Polydora cornuta
Polydora gracilis,annelida,GoMA_census_fauna,Polydora gracilis,Polydora gracilis,Polydora gracilis
Polymastia robusta,porifera,GoMA_census_fauna,Polymastia robusta,Polymastia robusta,Polymastia robusta
Polymorphus acutis,acanthocephala,GoMA_census_fauna,Polymorphus acutis,Polymorphus acutis,Polymorphus acutis
Polymorphus altmani,acanthocephala,GoMA_census_fauna,Polymorphus altmani,Polymorphus altmani,Polymorphus altmani
Polymorphus botulus,acanthocephala,GoMA_census_fauna,Polymorphus botulus,Polymorphus botulus,Polymorphus botulus
Polymorphus kenti,acanthocephala,GoMA_census_fauna,Polymorphus kenti,Polymorphus kenti,Polymorphus kenti
Polymorphus major,acanthocephala,GoMA_census_fauna,Polymorphus major,Polymorphus major,Polymorphus major
Polyphysia crassa,annelida,GoMA_census_fauna,Polyphysia crassa,Polyphysia crassa,Polyphysia crassa
Polyplumaria gracillima,cnidaria,GoMA_census_fauna,Polyplumaria gracillima,Polyplumaria gracillima,Polyplumaria gracillima
Pomphorhynchus rocci,acanthocephala,GoMA_census_fauna,Pomphorhynchus rocci,Pomphorhynchus rocci,Pomphorhynchus rocci
Pontaster tenuispinus,echinodermata,GoMA_census_fauna,Pontaster tenuispinus,Pontaster tenuispinus,Pontaster tenuispinus
Pontogeneia inermis,arthropoda,GoMA_census_fauna,Pontogeneia inermis,Pontogeneia inermis,Pontogeneia inermis
Pontonema vacillatum,nematoda,GoMA_census_fauna,Pontonema vacillatum,Pontonema vacillatum,Pontonema vacillatum
Pontonema vulgare,nematoda,GoMA_census_fauna,Pontonema vulgare,Pontonema vulgare,Pontonema vulgare
Pontophilus brevirostris,arthropoda,GoMA_census_fauna,Pontophilus brevirostris,Pontophilus brevirostris,Pontophilus brevirostris
Pontophilus norvegicus,arthropoda,GoMA_census_fauna,Pontophilus norvegicus,Pontophilus norvegicus,Pontophilus norvegicus
Porania pulvillus insignis,echinodermata,GoMA_census_fauna,Porania pulvillus insignis,Porania pulvillus insignis,Porania pulvillus insignis
Porella smitti,bryozoan,GoMA_census_fauna,Porella smitti,Porella smitti,Porella smitti
Porelloides laevis,bryozoan,GoMA_census_fauna,Porelloides laevis,Porelloides laevis,Porelloides laevis
Portlandia arctica,mollusca,GoM bivalvia species list,Portlandia arctica,Portlandia arctica,Portlandia arctica
Portlandia lenticula,mollusca,GoMA_census_fauna,Portlandia lenticula,Portlandia lenticula,Portlandia lenticula
Portunus sayi,arthropoda,GoMA_census_fauna,Portunus sayi,Portunus sayi,Portunus sayi
Posterula sarsi,bryozoan,GoMA_census_fauna,Posterula sarsi,Posterula sarsi,Posterula sarsi
Potamilla neglecta,annelida,GoMA_census_fauna,Potamilla neglecta,Potamilla neglecta,Potamilla neglecta
Potamilla reniformis,annelida,GoMA_census_fauna,Potamilla reniformis,Potamilla reniformis,Potamilla reniformis
Praeaphanostoma wadsworthi,platyhelminthes,GoMA_census_fauna,Praeaphanostoma wadsworthi,Praeaphanostoma wadsworthi,Praeaphanostoma wadsworthi
Praeconvoluta tigrina,platyhelminthes,GoMA_census_fauna,Praeconvoluta tigrina,Praeconvoluta tigrina,Praeconvoluta tigrina
Praeconvoluta tornuva,platyhelminthes,GoMA_census_fauna,Praeconvoluta tornuva,Praeconvoluta tornuva,Praeconvoluta tornuva
Praunus flexuosus,arthropoda,GoMA_census_fauna,Praunus flexuosus,Praunus flexuosus,Praunus flexuosus
Praxillella praetermissa,annelida,GoMA_census_fauna,Praxillella praetermissa,Praxillella praetermissa,Praxillella praetermissa
Priapulus caudatus,priapula,GoMA_census_fauna,Priapulus caudatus,Priapulus caudatus,Priapulus caudatus
Primnoa reseda,cnidaria,GoMA_census_fauna,Primnoa reseda,Primnoa reseda,Primnoa reseda
Primnoa resedaeformis,cnidaria,GoMA_census_fauna,Primnoa resedaeformis,Primnoa resedaeformis,Primnoa resedaeformis
Prionospio steenstrupi,annelida,GoMA_census_fauna,Prionospio steenstrupi,Prionospio steenstrupi,Prionospio steenstrupi
Prionospio tenuis,annelida,GoMA_census_fauna,Prionospio tenuis,Prionospio tenuis,Prionospio tenuis
Proboloides holmesi,arthropoda,GoMA_census_fauna,Proboloides holmesi,Proboloides holmesi,Proboloides holmesi
Proboscidactyla sp.,cnidaria,GoMA_census_fauna,Proboscidactyla sp.,Proboscidactyla,Proboscidactyla
Procephalothrix spiralis,nemertea,GoMA_census_fauna,Procephalothrix spiralis,Procephalothrix spiralis,Procephalothrix spiralis
Proceraea prismatica,annelida,GoMA_census_fauna,Proceraea prismatica,Proceraea prismatica,Proceraea prismatica
Procerodes littoralis,platyhelminthes,GoMA_census_fauna,Procerodes littoralis,Procerodes littoralis,Procerodes littoralis
Propebela exarata,mollusca,GoMA_census_fauna,Propebela exarata,Propebela exarata,Propebela exarata
Propebela gouldii,mollusca,GoMA_census_fauna,Propebela gouldii,Propebela gouldii,Propebela gouldii
Propebela harpularia,mollusca,GoMA_census_fauna,Propebela harpularia,Propebela harpularia,Propebela harpularia
Propebela nobilis,mollusca,GoMA_census_fauna,Propebela nobilis,Propebela nobilis,Propebela nobilis
Propebela rugulata,mollusca,GoMA_census_fauna,Propebela rugulata,Propebela rugulata,Propebela rugulata
Propebela turricula,mollusca,GoMA_census_fauna,Propebela turricula,Propebela turricula,Propebela turricula
Prosorhynchus crucibulum,platyhelminthes,GoMA_census_fauna,Prosorhynchus crucibulum,Prosorhynchus crucibulum,Prosorhynchus crucibulum
Prosuberites epiphytum,porifera,GoMA_census_fauna,Prosuberites epiphytum,Prosuberites epiphytum,Prosuberites epiphytum
Protodorvillea kefersteini,annelida,GoMA_census_fauna,Protodorvillea kefersteini,Protodorvillea kefersteini,Protodorvillea kefersteini
Protodorvillea n. sp.,annelida,GoMA_census_fauna,Protodorvillea n. sp.,Protodorvillea,Protodorvillea
Protodriloides cf chaetifer,annelida,GoMA_census_fauna,Protodriloides cf chaetifer,Protodriloides chaetifer,Protodriloides chaetifer
Protoglossus graveolens,hemichordata,GoMA_census_fauna,Protoglossus graveolens,Protoglossus graveolens,Protoglossus graveolens
Protohaustorius deichmannae,arthropoda,GoMA_census_fauna,Protohaustorius deichmannae,Protohaustorius deichmannae,Protohaustorius deichmannae
Protohaustorius wigleyi,arthropoda,GoMA_census_fauna,Protohaustorius wigleyi,Protohaustorius wigleyi,Protohaustorius wigleyi
Protoporeia femorata,arthropoda,GoMA_census_fauna,Protoporeia femorata,Pontoporeia femorata,Pontoporeia femorata
Protula tubularia,annelida,GoMA_census_fauna,Protula tubularia,Protula tubularia,Protula tubularia
Psammodrilus balanoglossoides,annelida,GoMA_census_fauna,Psammodrilus balanoglossoides,Psammodrilus balanoglossoides,Psammodrilus balanoglossoides
Psammodrilus n. sp.,annelida,GoMA_census_fauna,Psammodrilus n. sp.,Psammodrilus,Psammodrilus
Psammonyx nobilis,arthropoda,GoMA_census_fauna,Psammonyx nobilis,Psammonyx nobilis,Psammonyx nobilis
Pseudanthocotyla sp.,platyhelminthes,GoMA_census_fauna,Pseudanthocotyla sp.,Pseudanthocotyla,Pseudanthocotyla
Pseudodiaptomus coronatus,arthropoda,GoMA_census_fauna,Pseudodiaptomus coronatus,Pseudodiaptomus coronatus,Pseudodiaptomus coronatus
Pseudoflustra solida,bryozoan,GoMA_census_fauna,Pseudoflustra solida,Pseudoflustra solida,Pseudoflustra solida
Pseudopallene circularis,arthropoda,GoMA_census_fauna,Pseudopallene circularis,Pseudopallene circularis,Pseudopallene circularis
Pseudopallene discoidea,arthropoda,GoMA_census_fauna,Pseudopallene discoidea,Pseudopallene discoidea,Pseudopallene discoidea
Pseudopallene hispida,arthropoda,GoMA_census_fauna,Pseudopallene hispida,Pseudopallene hispida,Pseudopallene hispida
Pseudosagitta maxima,chaetognatha,GoMA_census_fauna,Pseudosagitta maxima,Pseudosagitta maxima,Pseudosagitta maxima
Pseudoterranova decipiens,nematoda,GoMA_census_fauna,Pseudoterranova decipiens,Pseudoterranova decipiens,Pseudoterranova decipiens
Pseudovermis n. sp.,mollusca,GoMA_census_fauna,Pseudovermis n. sp.,Pseudovermis,Pseudovermis
Pseudunciola obliquua,arthropoda,GoMA_census_fauna,Pseudunciola obliquua,Pseudunciola obliquua,Pseudunciola obliquua
Psolus fabricii,echinodermata,GoMA_census_fauna,Psolus fabricii,Psolus fabricii,Psolus fabricii
Psolus phantapus,echinodermata,GoMA_census_fauna,Psolus phantapus,Psolus phantapus,Psolus phantapus
Pteraster militaris,echinodermata,GoMA_census_fauna,Pteraster militaris,Pteraster militaris,Pteraster militaris
Pteraster pulvillus,echinodermata,GoMA_census_fauna,Pteraster pulvillus,Pteraster pulvillus,Pteraster pulvillus
Pterygocythereis inexpectata,arthropoda,GoMA_census_fauna,Pterygocythereis inexpectata,Pterygocythereis inexpectata,Pterygocythereis inexpectata
Ptilanthura tenuis,arthropoda,GoMA_census_fauna,Ptilanthura tenuis,Ptilanthura tenuis,Ptilanthura tenuis
Ptotohydra leuckarti,cnidaria,GoMA_census_fauna,Ptotohydra leuckarti,Protohydra leuckarti,Protohydra leuckarti
Ptychatractus ligatus,mollusca,GoMA_census_fauna,Ptychatractus ligatus,Ptychatractus ligatus,Ptychatractus ligatus
Ptychogena lactea,cnidaria,GoMA_census_fauna,Ptychogena lactea,Ptychogena lactea,Ptychogena lactea
Ptycholaimellus sp.,nematoda,GoMA_census_fauna,Ptycholaimellus sp.,Ptycholaimellus,Ptycholaimellus
Puncturella noachina,mollusca,GoMA_census_fauna,Puncturella noachina,Puncturella noachina,Puncturella noachina
Pussilina harpa,mollusca,GoMA_census_fauna,NA,NA,Pussilina harpa
Pycnogonum littorale,arthropoda,GoMA_census_fauna,Pycnogonum littorale,Pycnogonum littorale,Pycnogonum littorale
Pygospio elegans,annelida,GoMA_census_fauna,Pygospio elegans,Pygospio elegans,Pygospio elegans
Pyramidella fusca,mollusca,GoMA_census_fauna,Pyramidella fusca,Pyramidella fusca,Pyramidella fusca
Pyramidella ventricosa,mollusca,GoMA_census_fauna,Pyramidella ventricosa,Pyramidella ventricosa,Pyramidella ventricosa
Pyrunculus ovatus,mollusca,GoMA_census_fauna,Pyrunculus ovatus,Pyrunculus ovatus,Pyrunculus ovatus
Ramphogordius sanguineus,nemertea,GoMA_census_fauna,Ramphogordius sanguineus,Ramphogordius sanguineus,Ramphogordius sanguineus
Rathkea octopunctata,cnidaria,GoMA_census_fauna,Rathkea octopunctata,Rathkea octopunctata,Rathkea octopunctata
Retusa obtusa,mollusca,GoMA_census_fauna,Retusa obtusa,Retusa obtusa,Retusa obtusa
Retusa umbilicata,mollusca,GoMA_census_fauna,Retusa umbilicata,Retusa umbilicata,Retusa umbilicata
Rhabditis sp.,nematoda,GoMA_census_fauna,Rhabditis sp.,Rhabditis,Rhabditis
Rhabdomolgus fuscus,echinodermata,GoMA_census_fauna,Rhabdomolgus fuscus,Rhabdomolgus fuscus,Rhabdomolgus fuscus
Rhabdopleura compacta,hemichordata,GoMA_census_fauna,Rhabdopleura compacta,Rhabdopleura compacta,Rhabdopleura compacta
Rhachotropis oculata,arthropoda,GoMA_census_fauna,Rhachotropis oculata,Rhachotropis oculata,Rhachotropis oculata
Rhacostoma atlanticum,cnidaria,GoMA_census_fauna,Rhacostoma atlanticum,Rhacostoma atlanticum,Rhacostoma atlanticum
Rhamphogordius sanguineus,nemertea,GoMA_census_fauna,Rhamphogordius sanguineus,Rhamphogordius sanguineus,Rhamphogordius sanguineus
Rhamphostomella bilaminata,bryozoan,GoMA_census_fauna,Rhamphostomella bilaminata,Rhamphostomella bilaminata,Rhamphostomella bilaminata
Rhamphostomella costata,bryozoan,GoMA_census_fauna,Rhamphostomella costata,Rhamphostomella costata,Rhamphostomella costata
Rhamphostomella scabra,bryozoan,GoMA_census_fauna,Rhamphostomella scabra,Rhamphostomella scabra,Rhamphostomella scabra
Rhepoxynius epistomus,arthropoda,GoMA_census_fauna,Rhepoxynius epistomus,Rhepoxynius epistomus,Rhepoxynius epistomus
Rhincalanus nasutus,arthropoda,GoMA_census_fauna,Rhincalanus nasutus,Rhincalanus nasutus,Rhincalanus nasutus
Rhithropanopeus harrisii,arthropoda,GoMA_census_fauna,Rhithropanopeus harrisii,Rhithropanopeus harrisii,Rhithropanopeus harrisii
Rhizocaulus verticillatus,cnidaria,GoMA_census_fauna,Rhizocaulus verticillatus,Rhizocaulus verticillatus,Rhizocaulus verticillatus
Rhizogeton fusiformis,cnidaria,GoMA_census_fauna,Rhizogeton fusiformis,Rhizogeton fusiformis,Rhizogeton fusiformis
Rhodine loveni,annelida,GoMA_census_fauna,Rhodine loveni,Rhodine loveni,Rhodine loveni
Ringicula nitida,mollusca,GoMA_census_fauna,Ringicula nitida,Ringicula nitida,Ringicula nitida
Ripistes parasita,annelida,GoMA_census_fauna,Ripistes parasita,Ripistes parasita,Ripistes parasita
Rocinela americana,arthropoda,GoMA_census_fauna,Rocinela americana,Rocinela americana,Rocinela americana
Rossia megaptera,mollusca,GoMA_census_fauna,Rossia megaptera,Rossia megaptera,Rossia megaptera
Rossia palpebrosa,mollusca,GoMA_census_fauna,Rossia palpebrosa,Rossia palpebrosa,Rossia palpebrosa
Sabaco elongata,annelida,GoMA_census_fauna,Sabaco elongata,Sabaco elongatus,Sabaco elongatus
Sabella crassicornis,annelida,GoMA_census_fauna,Sabella crassicornis,Sabella crassicornis,Sabella crassicornis
Sabellaria vulgaris,annelida,GoMA_census_fauna,Sabellaria vulgaris,Sabellaria vulgaris,Sabellaria vulgaris
Sabellides octocirrata,annelida,GoMA_census_fauna,Sabellides octocirrata,Sabellides octocirrata,Sabellides octocirrata
Sabinea hystrix,arthropoda,GoMA_census_fauna,Sabinea hystrix,Sabinea hystrix,Sabinea hystrix
Sabinea sarsi,arthropoda,GoMA_census_fauna,Sabinea sarsi,Sabinea sarsi,Sabinea sarsi
Sabinea septemcarinata,arthropoda,GoMA_census_fauna,Sabinea septemcarinata,Sabinea septemcarinata,Sabinea septemcarinata
Saccoglossus bromophenolosus,hemichordata,GoMA_census_fauna,Saccoglossus bromophenolosus,Saccoglossus bromophenolosus,Saccoglossus bromophenolosus
Saccoglossus kowalevskii,hemichordata,GoMA_census_fauna,Saccoglossus kowalevskii,Saccoglossus kowalevskii,Saccoglossus kowalevskii
Saduria sabini,arthropoda,GoMA_census_fauna,Saduria sabini,Saduria sabini,Saduria sabini
Sagartiogeton verrilli,cnidaria,GoMA_census_fauna,Sagartiogeton verrilli,Sagartiogeton verrilli,Sagartiogeton verrilli
Salmincola salmoneus,arthropoda,GoMA_census_fauna,Salmincola salmoneus,Salmincola salmoneus,Salmincola salmoneus
Salpa fusiformis,chordata,GoMA_census_fauna,Salpa fusiformis,Salpa fusiformis,Salpa fusiformis
Salpa sp.,chordata,GoMA_census_fauna,Salpa sp.,Salpa,Salpa
Salsuginus angularis,platyhelminthes,GoMA_census_fauna,Salsuginus angularis,Salsuginus angularis,Salsuginus angularis
Salsuginus fundulus,platyhelminthes,GoMA_census_fauna,Salsuginus fundulus,Salsuginus fundulus,Salsuginus fundulus
Sapphirina gemma,arthropoda,GoMA_census_fauna,Sapphirina gemma,Sapphirina gemma,Sapphirina gemma
Sarcotretes eristaliformis,arthropoda,GoMA_census_fauna,Sarcotretes eristaliformis,Sarcotretes eristaliformis,Sarcotretes eristaliformis
Sarsia lovenii,cnidaria,GoMA_census_fauna,Sarsia lovenii,Sarsia lovenii,Sarsia lovenii
Sarsia mirabilis,cnidaria,GoMA_census_fauna,Sarsia mirabilis,Sarsia mirabilis,Sarsia mirabilis
Sarsia tubulosa,cnidaria,GoMA_census_fauna,Sarsia tubulosa,Sarsia tubulosa,Sarsia tubulosa
Sarsiella zostericola,arthropoda,GoMA_census_fauna,Sarsiella zostericola,Sarsiella zostericola,Sarsiella zostericola
Sayella fusca,mollusca,GoMA_census_fauna,Sayella fusca,Sayella fusca,Sayella fusca
Scabrotrophon fabricii,mollusca,GoMA_census_fauna,Scabrotrophon fabricii,Scabrotrophon fabricii,Scabrotrophon fabricii
Scalibregma inflatum,annelida,GoMA_census_fauna,Scalibregma inflatum,Scalibregma inflatum,Scalibregma inflatum
Scalibregma minutum,annelida,GoMA_census_fauna,Scalibregma minutum,Scalibregma minutum,Scalibregma minutum
Scaphander nobilis,mollusca,GoMA_census_fauna,Scaphander nobilis,Scaphander nobilis,Scaphander nobilis
Scaphander punctostriatus,mollusca,GoMA_census_fauna,Scaphander punctostriatus,Scaphander punctostriatus,Scaphander punctostriatus
Schistomeringos caeca,annelida,GoMA_census_fauna,Schistomeringos caeca,Schistomeringos caeca,Schistomeringos caeca
Schizomavella auriculata,bryozoan,GoMA_census_fauna,Schizomavella auriculata,Schizomavella auriculata,Schizomavella auriculata
Schizoporella biperta,bryozoan,GoMA_census_fauna,Schizoporella biperta,Schizoporella biaperta,Schizoporella biaperta
Schizoporella obesa,bryozoan,GoMA_census_fauna,Schizoporella obesa,Schizoporella obesa,Schizoporella obesa
Schizoporella unicornis,bryozoan,GoMA_census_fauna,Schizoporella unicornis,Schizoporella unicornis,Schizoporella unicornis
Schizotricha tenella,cnidaria,GoMA_census_fauna,Schizotricha tenella,Schizotricha tenella,Schizotricha tenella
Sclerocrangon boreas,arthropoda,GoMA_census_fauna,Sclerocrangon boreas,Sclerocrangon boreas,Sclerocrangon boreas
Sclerodactyla briareus,echinodermata,GoMA_census_fauna,Sclerodactyla briareus,Sclerodactyla briareus,Sclerodactyla briareus
Scolecithricella minor,arthropoda,GoMA_census_fauna,Scolecithricella minor,Scolecithricella minor,Scolecithricella minor
Scolecithrix danae,arthropoda,GoMA_census_fauna,Scolecithrix danae,Scolecithrix danae,Scolecithrix danae
Scoloplos acutus,annelida,GoMA_census_fauna,Scoloplos acutus,Scoloplos acutus,Scoloplos acutus
Scoloplos armiger,annelida,GoMA_census_fauna,Scoloplos armiger,Scoloplos armiger,Scoloplos armiger
Scoloplos fragilis,annelida,GoMA_census_fauna,Scoloplos fragilis,Scoloplos fragilis,Scoloplos fragilis
Scoloplos robustus,annelida,GoMA_census_fauna,Scoloplos robustus,Scoloplos robustus,Scoloplos robustus
Scypha ciliata,porifera,GoMA_census_fauna,Scypha ciliata,Scypha ciliata,Scypha ciliata
Seguenzia monocingulata monocingulata,mollusca,GoMA_census_fauna,Seguenzia monocingulata monocingulata,Seguenzia monocingulata monocingulata,Seguenzia monocingulata monocingulata
Seison annulatus,rotifera,GoMA_census_fauna,Seison annulatus,Seison annulatus,Seison annulatus
Seison nebaliae,rotifera,GoMA_census_fauna,Seison nebaliae,Seison nebaliae,Seison nebaliae
Selaginopsis cylindrica,cnidaria,GoMA_census_fauna,Selaginopsis cylindrica,Selaginopsis cylindrica,Selaginopsis cylindrica
Semibalanus balanoides,arthropoda,GoMA_census_fauna,Semibalanus balanoides,Semibalanus balanoides,Semibalanus balanoides
Semirossia tenera,mollusca,GoMA_census_fauna,Semirossia tenera,Semirossia tenera,Semirossia tenera
Sergestes arcticus,arthropoda,GoMA_census_fauna,Sergestes arcticus,Sergestes arcticus,Sergestes arcticus
Sergia robusta,arthropoda,GoMA_census_fauna,Sergia robusta,Sergia robusta,Sergia robusta
Serratosagitta serratodentata,chaetognatha,GoMA_census_fauna,Serratosagitta serratodentata,Serratosagitta serratodentata,Serratosagitta serratodentata
Serratosagitta tasmanica,chaetognatha,GoMA_census_fauna,Serratosagitta tasmanica,Serratosagitta tasmanica,Serratosagitta tasmanica
Serripes groenlandicus,mollusca,GoM bivalvia species list,Serripes groenlandicus,Serripes groenlandicus,Serripes groenlandicus
Sertularella polyzonias,cnidaria,GoMA_census_fauna,Sertularella polyzonias,Sertularella polyzonias,Sertularella polyzonias
Sertularella rugosa,cnidaria,GoMA_census_fauna,Sertularella rugosa,Sertularella rugosa,Sertularella rugosa
Sertularia argentea,cnidaria,GoMA_census_fauna,Sertularia argentea,Sertularia argentea,Sertularia argentea
Sertularia cupressina,cnidaria,GoMA_census_fauna,Sertularia cupressina,Sertularia cupressina,Sertularia cupressina
Sertularia similis,cnidaria,GoMA_census_fauna,Sertularia similis,Sertularia similis,Sertularia similis
Sesarma reticulatum,arthropoda,New England crab species,Sesarma reticulatum,Sesarma reticulatum,Sesarma reticulatum
Sigalion arenicola,annelida,GoMA_census_fauna,Sigalion arenicola,Sigalion arenicola,Sigalion arenicola
Siliqua costata,mollusca,GoMA_census_fauna,Siliqua costata,Siliqua costata,Siliqua costata
Siphonodentalium lobatum,mollusca,GoMA_census_fauna,Siphonodentalium lobatum,Siphonodentalium lobatum,Siphonodentalium lobatum
Skeneopsis planorbis,mollusca,GoMA_census_fauna,Skeneopsis planorbis,Skeneopsis planorbis,Skeneopsis planorbis
Slavina appendiculata,annelida,GoMA_census_fauna,Slavina appendiculata,Slavina appendiculata,Slavina appendiculata
Solamen glandula,mollusca,GoM bivalvia species list,Solamen glandula,Solamen glandula,Solamen glandula
Solariella obscura,mollusca,GoMA_census_fauna,Solariella obscura,Solariella obscura,Solariella obscura
Solaster endeca,echinodermata,GoMA_census_fauna,Solaster endeca,Solaster endeca,Solaster endeca
Solemya borealis,mollusca,GoM bivalvia species list,Solemya borealis,Solemya borealis,Solemya borealis
Solemya velum,mollusca,GoM bivalvia species list,Solemya velum,Solemya velum,Solemya velum
Spathebothrium simplex,platyhelminthes,GoMA_census_fauna,Spathebothrium simplex,Spathebothrium simplex,Spathebothrium simplex
Sphaerodoridium claparedii,annelida,GoMA_census_fauna,Sphaerodoridium claparedii,Sphaerodoridium claparedii,Sphaerodoridium claparedii
Sphaerosyllis erinaceus,annelida,GoMA_census_fauna,Sphaerosyllis erinaceus,Sphaerosyllis erinaceus,Sphaerosyllis erinaceus
Sphaerosyllis hystrix,annelida,GoMA_census_fauna,Sphaerosyllis hystrix,Sphaerosyllis hystrix,Sphaerosyllis hystrix
Spinther citrinus,annelida,GoMA_census_fauna,Spinther citrinus,Spinther citrinus,Spinther citrinus
Spio filicornis,annelida,GoMA_census_fauna,Spio filicornis,Spio filicornis,Spio filicornis
Spio setosa,annelida,GoMA_census_fauna,Spio setosa,Spio setosa,Spio setosa
Spiophanes bombyx,annelida,GoMA_census_fauna,Spiophanes bombyx,Spiophanes bombyx,Spiophanes bombyx
Spiophanes wigleyi,annelida,GoMA_census_fauna,Spiophanes wigleyi,Spiophanes wigleyi,Spiophanes wigleyi
Spirinia sp.,nematoda,GoMA_census_fauna,Spirinia sp.,Spirinia,Spirinia
Spirontocaris liljeborgii,arthropoda,GoMA_census_fauna,Spirontocaris liljeborgii,Spirontocaris liljeborgii,Spirontocaris liljeborgii
Spirontocaris phippsii,arthropoda,GoMA_census_fauna,Spirontocaris phippsii,Spirontocaris phippsii,Spirontocaris phippsii
Spirontocaris spinus,arthropoda,GoMA_census_fauna,Spirontocaris spinus,Spirontocaris spinus,Spirontocaris spinus
Spirorbis borealis,annelida,GoMA_census_fauna,Spirorbis borealis,Spirorbis borealis,Spirorbis borealis
Spirorbis granulatus,annelida,GoMA_census_fauna,Spirorbis granulatus,Spirorbis granulatus,Spirorbis granulatus
Spirorbis violaceus,annelida,GoMA_census_fauna,Spirorbis violaceus,Spirorbis violaceus,Spirorbis violaceus
Spisula solidissima,mollusca,GoMA_census_fauna,Spisula solidissima,Spisula solidissima,Spisula solidissima
Spurwinkia salsa,mollusca,GoMA_census_fauna,Spurwinkia salsa,Spurwinkia salsa,Spurwinkia salsa
Squalonchocotyle abbreviata,platyhelminthes,GoMA_census_fauna,Squalonchocotyle abbreviata,Squalonchocotyle abbreviata,Squalonchocotyle abbreviata
Squilla empusa,arthropoda,New England shrimp species,Squilla empusa,Squilla empusa,Squilla empusa
Staurocoryne producta,cnidaria,GoMA_census_fauna,Staurocoryne producta,Staurocoryne producta,Staurocoryne producta
Staurophora mertensi,cnidaria,GoMA_census_fauna,Staurophora mertensi,Staurophora mertensi,Staurophora mertensi
Stauroteuthis syrtensis,mollusca,GoMA_census_fauna,Stauroteuthis syrtensis,Stauroteuthis syrtensis,Stauroteuthis syrtensis
Stegocephalus inflatus,arthropoda,GoMA_census_fauna,Stegocephalus inflatus,Stegocephalus inflatus,Stegocephalus inflatus
Stegohornera violacea,bryozoan,GoMA_census_fauna,Stegohornera violacea,Stegohornera violacea,Stegohornera violacea
Stenopleustes gracilis,arthropoda,GoMA_census_fauna,Stenopleustes gracilis,Stenopleustes gracilis,Stenopleustes gracilis
Stenopleustes inermis,arthropoda,GoMA_census_fauna,Stenopleustes inermis,Stenopleustes inermis,Stenopleustes inermis
Stenopus scutellatus,arthropoda,New England shrimp species,Stenopus scutellatus,Stenopus scutellatus,Stenopus scutellatus
Stenothoe minuta,arthropoda,GoMA_census_fauna,Stenothoe minuta,Stenothoe minuta,Stenothoe minuta
Stenula peltata,arthropoda,GoMA_census_fauna,Stenula peltata,Stenula peltata,Stenula peltata
Stephanasterias albula,echinodermata,GoMA_census_fauna,Stephanasterias albula,Stephanasterias albula,Stephanasterias albula
Stephanauge abyssicola,cnidaria,GoMA_census_fauna,Stephanauge abyssicola,Stephanauge abyssicola,Stephanauge abyssicola
